[Ess] [TERRAIN] 1  x=2044.57  y=-29.83  z=-1071.45
[Ess] [TERRAIN] 1326  x=3740.55  y=176.28  z=1987.78
[Ess] [TERRAIN] 1327  x=3736.62  y=168.51  z=1994.59
[Ess] [TERRAIN] 1328  x=3732.31  y=159.95  z=2001.36
[Ess] [TERRAIN] 1329  x=3727.58  y=151.33  z=2008.18
[Ess] [TERRAIN] 1330  x=3722.92  y=142.74  z=2014.72
[Ess] [TERRAIN] 1331  x=3718.36  y=134.59  z=2020.86
[Ess] [TERRAIN] 1332  x=3713.20  y=126.66  z=2027.05
[Ess] [TERRAIN] 1333  x=3708.18  y=119.65  z=2032.93
[Ess] [TERRAIN] 1334  x=3703.27  y=113.40  z=2038.54
[Ess] [TERRAIN] 1335  x=3697.34  y=106.76  z=2044.41
[Ess] [TERRAIN] 1336  x=3691.59  y=101.05  z=2049.97
[Ess] [TERRAIN] 1337  x=3686.13  y=96.01  z=2055.11
[Ess] [TERRAIN] 1338  x=3679.96  y=90.52  z=2060.23
[Ess] [TERRAIN] 1339  x=3673.55  y=84.83  z=2065.25
[Ess] [TERRAIN] 1340  x=3667.37  y=79.21  z=2069.95
[Ess] [TERRAIN] 1341  x=3660.87  y=73.84  z=2074.49
[Ess] [TERRAIN] 1342  x=3654.08  y=69.64  z=2078.84
[Ess] [TERRAIN] 1343  x=3649.03  y=66.88  z=2081.98
[Ess] [TERRAIN] 1344  x=3642.61  y=63.07  z=2085.88
[Ess] [TERRAIN] 1345  x=3635.22  y=58.09  z=2089.70
[Ess] [TERRAIN] 1346  x=3628.17  y=52.97  z=2093.22
[Ess] [TERRAIN] 1347  x=3621.27  y=47.62  z=2096.55
[Ess] [TERRAIN] 1348  x=3613.66  y=40.95  z=2099.71
[Ess] [TERRAIN] 1349  x=3606.06  y=34.16  z=2102.57
[Ess] [TERRAIN] 1350  x=3598.85  y=29.05  z=2105.16
[Ess] [TERRAIN] 1351  x=3590.96  y=24.20  z=2107.60
[Ess] [TERRAIN] 1352  x=3583.11  y=20.92  z=2109.70
[Ess] [TERRAIN] 1353  x=3575.81  y=18.02  z=2111.61
[Ess] [TERRAIN] 1354  x=3568.34  y=15.26  z=2113.34
[Ess] [TERRAIN] 1355  x=3560.33  y=12.89  z=2114.76
[Ess] [TERRAIN] 1356  x=3552.71  y=10.99  z=2116.00
[Ess] [TERRAIN] 1357  x=3545.28  y=8.48  z=2117.09
[Ess] [TERRAIN] 1358  x=3537.05  y=4.99  z=2117.77
[Ess] [TERRAIN] 1359  x=3529.39  y=1.66  z=2118.29
[Ess] [TERRAIN] 1360  x=3521.99  y=-1.07  z=2118.68
[Ess] [TERRAIN] 1361  x=3513.99  y=-4.48  z=2118.68
[Ess] [TERRAIN] 1362  x=3506.11  y=-9.71  z=2118.45
[Ess] [TERRAIN] 1363  x=3498.34  y=-17.29  z=2118.12
[Ess] [TERRAIN] 1364  x=3490.97  y=-26.92  z=2117.49
[Ess] [TERRAIN] 1365  x=3482.90  y=-36.94  z=2116.45
[Ess] [TERRAIN] 1366  x=3475.39  y=-42.66  z=2115.37
[Ess] [TERRAIN] 1367  x=3467.82  y=-45.72  z=2114.04
[Ess] [TERRAIN] 1368  x=3459.90  y=-46.31  z=2112.17
[Ess] [TERRAIN] 1369  x=3452.34  y=-45.58  z=2110.19
[Ess] [TERRAIN] 1370  x=3446.80  y=-44.25  z=2108.66
[Ess] [TERRAIN] 1371  x=3439.13  y=-40.89  z=2106.00
[Ess] [TERRAIN] 1372  x=3431.49  y=-36.53  z=2103.09
[Ess] [TERRAIN] 1373  x=3425.74  y=-32.50  z=2100.80
[Ess] [TERRAIN] 1374  x=3419.07  y=-27.15  z=2097.91
[Ess] [TERRAIN] 1375  x=3413.69  y=-22.53  z=2095.15
[Ess] [TERRAIN] 1376  x=3406.62  y=-17.11  z=2091.43
[Ess] [TERRAIN] 1377  x=3400.09  y=-13.03  z=2087.88
[Ess] [TERRAIN] 1378  x=3393.31  y=-9.62  z=2083.56
[Ess] [TERRAIN] 1379  x=3386.67  y=-7.40  z=2079.04
[Ess] [TERRAIN] 1380  x=3382.07  y=-6.53  z=2075.83
[Ess] [TERRAIN] 1381  x=3375.77  y=-6.23  z=2071.10
[Ess] [TERRAIN] 1382  x=3369.62  y=-6.57  z=2065.83
[Ess] [TERRAIN] 1383  x=3365.07  y=-7.09  z=2061.84
[Ess] [TERRAIN] 1384  x=3359.58  y=-7.44  z=2056.91
[Ess] [TERRAIN] 1385  x=3354.03  y=-7.67  z=2051.27
[Ess] [TERRAIN] 1386  x=3348.60  y=-7.63  z=2045.40
[Ess] [TERRAIN] 1387  x=3343.47  y=-6.90  z=2039.59
[Ess] [TERRAIN] 1388  x=3339.68  y=-5.93  z=2034.97
[Ess] [TERRAIN] 1389  x=3334.62  y=-3.95  z=2028.05
[Ess] [TERRAIN] 1390  x=3330.02  y=-0.40  z=2021.60
[Ess] [TERRAIN] 1391  x=3325.59  y=4.24  z=2015.22
[Ess] [TERRAIN] 1392  x=3321.18  y=11.00  z=2007.67
[Ess] [TERRAIN] 1393  x=3317.23  y=17.44  z=2000.75
[Ess] [TERRAIN] 1394  x=3313.44  y=23.05  z=1993.89
[Ess] [TERRAIN] 1395  x=3310.74  y=26.50  z=1988.34
[Ess] [TERRAIN] 1396  x=3307.32  y=29.48  z=1980.72
[Ess] [TERRAIN] 1397  x=3304.18  y=30.89  z=1973.48
[Ess] [TERRAIN] 1398  x=3301.28  y=30.99  z=1966.27
[Ess] [TERRAIN] 1399  x=3299.18  y=29.60  z=1960.11
[Ess] [TERRAIN] 1400  x=3296.57  y=23.76  z=1952.21
[Ess] [TERRAIN] 1401  x=3294.19  y=16.42  z=1944.75
[Ess] [TERRAIN] 1402  x=3292.05  y=11.74  z=1936.58
[Ess] [TERRAIN] 1403  x=3290.02  y=6.66  z=1928.10
[Ess] [TERRAIN] 1404  x=3288.31  y=1.56  z=1920.50
[Ess] [TERRAIN] 1405  x=3286.79  y=-4.11  z=1912.61
[Ess] [TERRAIN] 1406  x=3285.45  y=-8.47  z=1904.26
[Ess] [TERRAIN] 1407  x=3284.24  y=-10.08  z=1896.33
[Ess] [TERRAIN] 1408  x=3283.18  y=-11.06  z=1888.23
[Ess] [TERRAIN] 1409  x=3282.44  y=-2.46  z=1879.78
[Ess] [TERRAIN] 1410  x=3281.90  y=-3.04  z=1873.71
[Ess] [TERRAIN] 1411  x=3281.23  y=-2.89  z=1865.66
[Ess] [TERRAIN] 1412  x=3280.83  y=0.37  z=1857.31
[Ess] [TERRAIN] 1413  x=3280.55  y=6.99  z=1849.05
[Ess] [TERRAIN] 1414  x=3280.34  y=9.55  z=1842.64
[Ess] [TERRAIN] 1415  x=3280.15  y=8.10  z=1836.57
[Ess] [TERRAIN] 1416  x=3280.17  y=4.36  z=1827.91
[Ess] [TERRAIN] 1417  x=3280.20  y=3.63  z=1821.39
[Ess] [TERRAIN] 1418  x=3280.27  y=6.10  z=1813.23
[Ess] [TERRAIN] 1419  x=3280.46  y=10.85  z=1804.97
[Ess] [TERRAIN] 1420  x=3280.76  y=14.07  z=1796.30
[Ess] [TERRAIN] 1421  x=3281.00  y=14.73  z=1789.98
[Ess] [TERRAIN] 1422  x=3281.33  y=15.48  z=1782.08
[Ess] [TERRAIN] 1423  x=3281.86  y=17.23  z=1773.35
[Ess] [TERRAIN] 1424  x=3282.38  y=18.49  z=1765.12
[Ess] [TERRAIN] 1425  x=3282.92  y=19.63  z=1757.03
[Ess] [TERRAIN] 1426  x=3283.55  y=20.43  z=1748.54
[Ess] [TERRAIN] 1427  x=3284.17  y=20.44  z=1740.28
[Ess] [TERRAIN] 1428  x=3284.79  y=19.94  z=1732.20
[Ess] [TERRAIN] 1429  x=3285.44  y=18.20  z=1724.07
[Ess] [TERRAIN] 1430  x=3286.14  y=15.85  z=1715.52
[Ess] [TERRAIN] 1431  x=3286.81  y=13.07  z=1707.26
[Ess] [TERRAIN] 1432  x=3287.49  y=10.68  z=1698.86
[Ess] [TERRAIN] 1433  x=3288.21  y=9.34  z=1690.17
[Ess] [TERRAIN] 1434  x=3288.72  y=8.80  z=1683.95
[Ess] [TERRAIN] 1435  x=3289.40  y=7.69  z=1675.63
[Ess] [TERRAIN] 1436  x=3290.06  y=6.56  z=1667.39
[Ess] [TERRAIN] 1437  x=3290.73  y=5.61  z=1658.81
[Ess] [TERRAIN] 1438  x=3291.36  y=5.52  z=1650.69
[Ess] [TERRAIN] 1439  x=3291.82  y=6.16  z=1644.47
[Ess] [TERRAIN] 1440  x=3292.31  y=7.65  z=1637.72
[Ess] [TERRAIN] 1441  x=3292.89  y=9.65  z=1629.57
[Ess] [TERRAIN] 1442  x=3293.45  y=11.26  z=1621.44
[Ess] [TERRAIN] 1443  x=3294.00  y=12.44  z=1612.98
[Ess] [TERRAIN] 1444  x=3294.54  y=13.04  z=1604.44
[Ess] [TERRAIN] 1445  x=3295.04  y=13.44  z=1596.23
[Ess] [TERRAIN] 1446  x=3295.51  y=13.70  z=1587.96
[Ess] [TERRAIN] 1447  x=3295.98  y=12.75  z=1579.15
[Ess] [TERRAIN] 1448  x=3296.29  y=11.62  z=1573.08
[Ess] [TERRAIN] 1449  x=3296.70  y=11.17  z=1565.06
[Ess] [TERRAIN] 1450  x=3296.99  y=11.19  z=1558.37
[Ess] [TERRAIN] 1451  x=3297.36  y=11.78  z=1549.97
[Ess] [TERRAIN] 1452  x=3297.62  y=12.75  z=1543.69
[Ess] [TERRAIN] 1453  x=3297.92  y=15.47  z=1535.47
[Ess] [TERRAIN] 1454  x=3298.20  y=18.93  z=1526.90
[Ess] [TERRAIN] 1455  x=3298.47  y=21.45  z=1518.60
[Ess] [TERRAIN] 1456  x=3298.70  y=22.77  z=1510.35
[Ess] [TERRAIN] 1457  x=3298.90  y=23.70  z=1501.60
[Ess] [TERRAIN] 1458  x=3299.04  y=24.59  z=1495.15
[Ess] [TERRAIN] 1459  x=3299.21  y=24.27  z=1487.00
[Ess] [TERRAIN] 1460  x=3299.34  y=23.78  z=1478.57
[Ess] [TERRAIN] 1461  x=3299.45  y=23.16  z=1469.99
[Ess] [TERRAIN] 1462  x=3299.54  y=20.70  z=1461.73
[Ess] [TERRAIN] 1463  x=3299.61  y=16.19  z=1453.57
[Ess] [TERRAIN] 1464  x=3299.64  y=12.53  z=1446.86
[Ess] [TERRAIN] 1465  x=3299.66  y=7.07  z=1438.47
[Ess] [TERRAIN] 1466  x=3299.68  y=4.49  z=1430.55
[Ess] [TERRAIN] 1467  x=3299.63  y=4.54  z=1421.77
[Ess] [TERRAIN] 1468  x=3299.60  y=4.48  z=1414.31
[Ess] [TERRAIN] 1469  x=3299.58  y=4.46  z=1406.60
[Ess] [TERRAIN] 1470  x=3299.52  y=4.59  z=1399.73
[Ess] [TERRAIN] 1471  x=3299.45  y=4.54  z=1392.07
[Ess] [TERRAIN] 1472  x=3299.38  y=4.48  z=1385.00
[Ess] [TERRAIN] 1473  x=3299.30  y=4.47  z=1377.80
[Ess] [TERRAIN] 1474  x=3299.19  y=4.51  z=1371.34
[Ess] [TERRAIN] 1475  x=3299.05  y=4.56  z=1362.71
[Ess] [TERRAIN] 1476  x=3298.92  y=4.49  z=1354.83
[Ess] [TERRAIN] 1477  x=3298.76  y=4.49  z=1346.61
[Ess] [TERRAIN] 1478  x=3298.56  y=4.49  z=1338.23
[Ess] [TERRAIN] 1479  x=3298.42  y=4.49  z=1331.94
[Ess] [TERRAIN] 1480  x=3298.25  y=4.56  z=1323.91
[Ess] [TERRAIN] 1481  x=3298.07  y=4.56  z=1317.12
[Ess] [TERRAIN] 1482  x=3297.84  y=4.58  z=1308.70
[Ess] [TERRAIN] 1483  x=3297.62  y=4.57  z=1300.51
[Ess] [TERRAIN] 1484  x=3297.38  y=4.51  z=1292.27
[Ess] [TERRAIN] 1485  x=3297.18  y=4.44  z=1285.72
[Ess] [TERRAIN] 1486  x=3296.92  y=4.56  z=1277.34
[Ess] [TERRAIN] 1487  x=3296.68  y=4.48  z=1269.49
[Ess] [TERRAIN] 1488  x=3296.45  y=4.91  z=1262.88
[Ess] [TERRAIN] 1489  x=3296.15  y=10.86  z=1254.30
[Ess] [TERRAIN] 1490  x=3295.87  y=17.98  z=1246.05
[Ess] [TERRAIN] 1491  x=3295.57  y=23.69  z=1237.68
[Ess] [TERRAIN] 1492  x=3295.25  y=29.31  z=1229.01
[Ess] [TERRAIN] 1493  x=3294.95  y=35.62  z=1220.81
[Ess] [TERRAIN] 1494  x=3294.66  y=42.75  z=1212.72
[Ess] [TERRAIN] 1495  x=3294.33  y=50.19  z=1203.95
[Ess] [TERRAIN] 1496  x=3294.01  y=56.64  z=1195.77
[Ess] [TERRAIN] 1497  x=3293.78  y=60.84  z=1189.79
[Ess] [TERRAIN] 1498  x=3293.41  y=66.20  z=1181.05
[Ess] [TERRAIN] 1499  x=3293.06  y=70.36  z=1172.81
[Ess] [TERRAIN] 1500  x=3292.72  y=73.88  z=1164.60
[Ess] [TERRAIN] 1501  x=3292.44  y=76.10  z=1158.37
[Ess] [TERRAIN] 1502  x=3292.05  y=79.20  z=1149.68
[Ess] [TERRAIN] 1503  x=3291.73  y=81.61  z=1142.67
[Ess] [TERRAIN] 1504  x=3291.36  y=84.17  z=1134.55
[Ess] [TERRAIN] 1505  x=3290.93  y=86.26  z=1125.78
[Ess] [TERRAIN] 1506  x=3290.62  y=85.97  z=1119.42
[Ess] [TERRAIN] 1507  x=3290.22  y=84.54  z=1111.25
[Ess] [TERRAIN] 1508  x=3289.79  y=82.66  z=1102.81
[Ess] [TERRAIN] 1509  x=3289.35  y=80.52  z=1094.28
[Ess] [TERRAIN] 1510  x=3288.92  y=77.41  z=1086.03
[Ess] [TERRAIN] 1511  x=3288.49  y=73.18  z=1077.78
[Ess] [TERRAIN] 1512  x=3288.02  y=70.71  z=1069.08
[Ess] [TERRAIN] 1513  x=3287.67  y=70.39  z=1062.69
[Ess] [TERRAIN] 1514  x=3287.22  y=72.18  z=1054.50
[Ess] [TERRAIN] 1515  x=3286.74  y=76.11  z=1046.00
[Ess] [TERRAIN] 1516  x=3286.26  y=81.14  z=1037.60
[Ess] [TERRAIN] 1517  x=3285.79  y=85.56  z=1029.41
[Ess] [TERRAIN] 1518  x=3285.30  y=86.55  z=1021.01
[Ess] [TERRAIN] 1519  x=3284.89  y=83.80  z=1014.14
[Ess] [TERRAIN] 1520  x=3284.41  y=78.81  z=1006.11
[Ess] [TERRAIN] 1521  x=3283.92  y=73.73  z=998.01
[Ess] [TERRAIN] 1522  x=3283.37  y=68.12  z=989.16
[Ess] [TERRAIN] 1523  x=3282.83  y=63.24  z=980.80
[Ess] [TERRAIN] 1524  x=3282.34  y=59.38  z=973.19
[Ess] [TERRAIN] 1525  x=3281.78  y=55.84  z=964.69
[Ess] [TERRAIN] 1526  x=3281.22  y=52.18  z=956.23
[Ess] [TERRAIN] 1527  x=3280.71  y=52.31  z=948.38
[Ess] [TERRAIN] 1528  x=3280.16  y=55.33  z=940.11
[Ess] [TERRAIN] 1529  x=3279.60  y=58.36  z=931.74
[Ess] [TERRAIN] 1530  x=3279.05  y=63.17  z=923.52
[Ess] [TERRAIN] 1531  x=3278.50  y=68.50  z=915.21
[Ess] [TERRAIN] 1532  x=3277.91  y=71.57  z=906.58
[Ess] [TERRAIN] 1533  x=3277.49  y=71.48  z=900.29
[Ess] [TERRAIN] 1534  x=3276.95  y=69.27  z=892.18
[Ess] [TERRAIN] 1535  x=3276.48  y=67.65  z=885.22
[Ess] [TERRAIN] 1536  x=3275.95  y=68.61  z=877.23
[Ess] [TERRAIN] 1537  x=3275.41  y=73.04  z=869.18
[Ess] [TERRAIN] 1538  x=3274.87  y=78.31  z=860.97
[Ess] [TERRAIN] 1539  x=3274.29  y=80.02  z=852.30
[Ess] [TERRAIN] 1540  x=3273.74  y=78.80  z=844.01
[Ess] [TERRAIN] 1541  x=3273.21  y=77.03  z=835.94
[Ess] [TERRAIN] 1542  x=3272.63  y=75.57  z=827.11
[Ess] [TERRAIN] 1543  x=3272.19  y=74.58  z=820.41
[Ess] [TERRAIN] 1544  x=3271.67  y=73.61  z=812.47
[Ess] [TERRAIN] 1545  x=3271.27  y=72.49  z=806.14
[Ess] [TERRAIN] 1546  x=3270.71  y=69.67  z=797.41
[Ess] [TERRAIN] 1547  x=3270.19  y=68.85  z=789.16
[Ess] [TERRAIN] 1548  x=3269.68  y=69.38  z=781.08
[Ess] [TERRAIN] 1549  x=3269.14  y=69.40  z=772.42
[Ess] [TERRAIN] 1550  x=3268.66  y=70.84  z=764.03
[Ess] [TERRAIN] 1551  x=3268.17  y=70.57  z=755.96
[Ess] [TERRAIN] 1552  x=3267.66  y=69.71  z=747.33
[Ess] [TERRAIN] 1553  x=3267.17  y=69.44  z=738.76
[Ess] [TERRAIN] 1554  x=3266.68  y=71.65  z=730.47
[Ess] [TERRAIN] 1555  x=3266.22  y=77.00  z=722.26
[Ess] [TERRAIN] 1556  x=3265.77  y=80.88  z=713.70
[Ess] [TERRAIN] 1557  x=3265.33  y=83.91  z=705.49
[Ess] [TERRAIN] 1558  x=3264.90  y=83.94  z=697.46
[Ess] [TERRAIN] 1559  x=3264.47  y=84.12  z=688.81
[Ess] [TERRAIN] 1560  x=3264.03  y=83.60  z=680.38
[Ess] [TERRAIN] 1561  x=3263.61  y=80.51  z=672.26
[Ess] [TERRAIN] 1562  x=3263.19  y=75.08  z=663.66
[Ess] [TERRAIN] 1563  x=3262.78  y=71.41  z=655.26
[Ess] [TERRAIN] 1564  x=3262.37  y=68.74  z=647.33
[Ess] [TERRAIN] 1565  x=3261.96  y=66.29  z=638.46
[Ess] [TERRAIN] 1566  x=3261.55  y=67.84  z=630.07
[Ess] [TERRAIN] 1567  x=3261.14  y=69.32  z=621.96
[Ess] [TERRAIN] 1568  x=3260.73  y=68.78  z=613.29
[Ess] [TERRAIN] 1569  x=3260.42  y=67.35  z=606.79
[Ess] [TERRAIN] 1570  x=3260.01  y=67.22  z=598.63
[Ess] [TERRAIN] 1571  x=3259.60  y=67.31  z=590.54
[Ess] [TERRAIN] 1572  x=3259.18  y=68.66  z=581.83
[Ess] [TERRAIN] 1573  x=3258.85  y=70.72  z=575.30
[Ess] [TERRAIN] 1574  x=3258.43  y=73.67  z=567.31
[Ess] [TERRAIN] 1575  x=3258.10  y=74.93  z=560.91
[Ess] [TERRAIN] 1576  x=3257.75  y=75.91  z=554.33
[Ess] [TERRAIN] 1577  x=3257.30  y=75.12  z=545.99
[Ess] [TERRAIN] 1578  x=3256.86  y=74.14  z=537.94
[Ess] [TERRAIN] 1579  x=3256.36  y=74.26  z=529.11
[Ess] [TERRAIN] 1580  x=3255.87  y=73.23  z=520.62
[Ess] [TERRAIN] 1581  x=3255.51  y=72.79  z=514.45
[Ess] [TERRAIN] 1582  x=3255.00  y=72.92  z=505.97
[Ess] [TERRAIN] 1583  x=3254.58  y=73.56  z=499.37
[Ess] [TERRAIN] 1584  x=3254.05  y=75.41  z=490.91
[Ess] [TERRAIN] 1585  x=3253.66  y=75.70  z=484.84
[Ess] [TERRAIN] 1586  x=3253.22  y=76.90  z=478.25
[Ess] [TERRAIN] 1587  x=3252.62  y=78.88  z=469.67
[Ess] [TERRAIN] 1588  x=3252.18  y=81.12  z=463.25
[Ess] [TERRAIN] 1589  x=3251.62  y=83.19  z=455.28
[Ess] [TERRAIN] 1590  x=3251.11  y=84.39  z=448.59
[Ess] [TERRAIN] 1591  x=3250.61  y=85.20  z=441.99
[Ess] [TERRAIN] 1592  x=3249.98  y=85.89  z=433.65
[Ess] [TERRAIN] 1593  x=3249.48  y=86.06  z=427.25
[Ess] [TERRAIN] 1594  x=3248.77  y=86.37  z=418.56
[Ess] [TERRAIN] 1595  x=3248.25  y=86.47  z=412.06
[Ess] [TERRAIN] 1596  x=3247.59  y=86.80  z=404.01
[Ess] [TERRAIN] 1597  x=3246.85  y=87.56  z=395.40
[Ess] [TERRAIN] 1598  x=3246.11  y=88.41  z=386.76
[Ess] [TERRAIN] 1599  x=3245.58  y=89.06  z=380.62
[Ess] [TERRAIN] 1600  x=3244.85  y=90.54  z=372.33
[Ess] [TERRAIN] 1601  x=3244.08  y=92.64  z=363.73
[Ess] [TERRAIN] 1602  x=3243.33  y=91.36  z=355.42
[Ess] [TERRAIN] 1603  x=3242.78  y=90.03  z=349.37
[Ess] [TERRAIN] 1604  x=3241.98  y=88.64  z=340.73
[Ess] [TERRAIN] 1605  x=3241.18  y=88.40  z=332.16
[Ess] [TERRAIN] 1606  x=3240.42  y=89.49  z=324.01
[Ess] [TERRAIN] 1607  x=3239.62  y=91.11  z=315.51
[Ess] [TERRAIN] 1608  x=3238.81  y=94.01  z=306.96
[Ess] [TERRAIN] 1609  x=3237.99  y=96.76  z=298.77
[Ess] [TERRAIN] 1610  x=3237.21  y=99.87  z=290.58
[Ess] [TERRAIN] 1611  x=3236.38  y=102.46  z=282.01
[Ess] [TERRAIN] 1612  x=3235.60  y=104.31  z=273.77
[Ess] [TERRAIN] 1613  x=3234.84  y=105.93  z=265.75
[Ess] [TERRAIN] 1614  x=3234.02  y=107.53  z=256.96
[Ess] [TERRAIN] 1615  x=3233.24  y=108.39  z=248.59
[Ess] [TERRAIN] 1616  x=3232.48  y=108.32  z=240.34
[Ess] [TERRAIN] 1617  x=3231.73  y=107.45  z=231.86
[Ess] [TERRAIN] 1618  x=3231.01  y=106.45  z=223.58
[Ess] [TERRAIN] 1619  x=3230.26  y=105.33  z=215.20
[Ess] [TERRAIN] 1620  x=3229.54  y=104.40  z=206.97
[Ess] [TERRAIN] 1621  x=3228.98  y=104.34  z=200.44
[Ess] [TERRAIN] 1622  x=3228.27  y=104.98  z=192.03
[Ess] [TERRAIN] 1623  x=3227.58  y=106.16  z=183.93
[Ess] [TERRAIN] 1624  x=3226.86  y=107.48  z=175.13
[Ess] [TERRAIN] 1625  x=3226.17  y=109.20  z=166.68
[Ess] [TERRAIN] 1626  x=3225.51  y=108.69  z=158.66
[Ess] [TERRAIN] 1627  x=3224.82  y=107.21  z=150.10
[Ess] [TERRAIN] 1628  x=3224.14  y=105.92  z=141.54
[Ess] [TERRAIN] 1629  x=3223.50  y=105.95  z=133.50
[Ess] [TERRAIN] 1630  x=3222.84  y=104.67  z=125.14
[Ess] [TERRAIN] 1631  x=3222.16  y=103.19  z=116.57
[Ess] [TERRAIN] 1632  x=3221.67  y=103.34  z=110.31
[Ess] [TERRAIN] 1633  x=3221.04  y=103.48  z=102.35
[Ess] [TERRAIN] 1634  x=3220.35  y=103.95  z=93.71
[Ess] [TERRAIN] 1635  x=3219.68  y=106.66  z=85.22
[Ess] [TERRAIN] 1636  x=3219.06  y=111.19  z=77.33
[Ess] [TERRAIN] 1637  x=3218.39  y=115.53  z=68.75
[Ess] [TERRAIN] 1638  x=3217.73  y=117.76  z=60.36
[Ess] [TERRAIN] 1639  x=3217.23  y=117.23  z=54.11
[Ess] [TERRAIN] 1640  x=3216.59  y=116.84  z=45.93
[Ess] [TERRAIN] 1641  x=3215.92  y=116.86  z=37.38
[Ess] [TERRAIN] 1642  x=3215.26  y=115.31  z=29.01
[Ess] [TERRAIN] 1643  x=3214.64  y=110.43  z=21.05
[Ess] [TERRAIN] 1644  x=3213.96  y=101.65  z=12.38
[Ess] [TERRAIN] 1645  x=3213.29  y=92.14  z=3.93
[Ess] [TERRAIN] 1646  x=3212.66  y=85.71  z=-4.21
[Ess] [TERRAIN] 1647  x=3211.98  y=84.11  z=-12.82
[Ess] [TERRAIN] 1648  x=3211.32  y=82.01  z=-21.33
[Ess] [TERRAIN] 1649  x=3210.68  y=78.52  z=-29.61
[Ess] [TERRAIN] 1650  x=3210.03  y=75.32  z=-37.94
[Ess] [TERRAIN] 1651  x=3209.37  y=72.36  z=-46.57
[Ess] [TERRAIN] 1652  x=3208.73  y=68.15  z=-54.84
[Ess] [TERRAIN] 1653  x=3208.10  y=64.71  z=-63.12
[Ess] [TERRAIN] 1654  x=3207.44  y=62.00  z=-71.82
[Ess] [TERRAIN] 1655  x=3206.80  y=60.17  z=-80.21
[Ess] [TERRAIN] 1656  x=3206.19  y=59.83  z=-88.27
[Ess] [TERRAIN] 1657  x=3205.54  y=58.07  z=-97.01
[Ess] [TERRAIN] 1658  x=3204.91  y=53.93  z=-105.44
[Ess] [TERRAIN] 1659  x=3204.33  y=48.90  z=-113.45
[Ess] [TERRAIN] 1660  x=3203.70  y=44.99  z=-121.97
[Ess] [TERRAIN] 1661  x=3203.09  y=43.20  z=-130.33
[Ess] [TERRAIN] 1662  x=3202.64  y=43.38  z=-136.49
[Ess] [TERRAIN] 1663  x=3202.03  y=44.60  z=-144.82
[Ess] [TERRAIN] 1664  x=3201.40  y=44.98  z=-153.41
[Ess] [TERRAIN] 1665  x=3200.79  y=44.66  z=-161.84
[Ess] [TERRAIN] 1666  x=3200.35  y=44.19  z=-167.91
[Ess] [TERRAIN] 1667  x=3199.73  y=42.94  z=-176.46
[Ess] [TERRAIN] 1668  x=3199.11  y=42.41  z=-184.97
[Ess] [TERRAIN] 1669  x=3198.52  y=42.43  z=-193.16
[Ess] [TERRAIN] 1670  x=3198.01  y=42.88  z=-200.09
[Ess] [TERRAIN] 1671  x=3197.42  y=42.95  z=-208.13
[Ess] [TERRAIN] 1672  x=3196.80  y=42.71  z=-216.51
[Ess] [TERRAIN] 1673  x=3196.21  y=43.01  z=-224.57
[Ess] [TERRAIN] 1674  x=3195.72  y=44.66  z=-231.12
[Ess] [TERRAIN] 1675  x=3195.07  y=49.67  z=-239.86
[Ess] [TERRAIN] 1676  x=3194.47  y=55.93  z=-247.92
[Ess] [TERRAIN] 1677  x=3193.84  y=61.03  z=-256.32
[Ess] [TERRAIN] 1678  x=3193.18  y=64.26  z=-264.92
[Ess] [TERRAIN] 1679  x=3192.56  y=67.85  z=-273.14
[Ess] [TERRAIN] 1680  x=3192.11  y=71.66  z=-279.09
[Ess] [TERRAIN] 1681  x=3191.42  y=74.87  z=-288.04
[Ess] [TERRAIN] 1682  x=3190.94  y=75.51  z=-294.30
[Ess] [TERRAIN] 1683  x=3190.32  y=76.26  z=-302.48
[Ess] [TERRAIN] 1684  x=3189.84  y=77.61  z=-308.64
[Ess] [TERRAIN] 1685  x=3189.30  y=79.43  z=-315.72
[Ess] [TERRAIN] 1686  x=3188.68  y=80.64  z=-323.73
[Ess] [TERRAIN] 1687  x=3188.04  y=81.17  z=-331.92
[Ess] [TERRAIN] 1688  x=3187.38  y=80.45  z=-340.48
[Ess] [TERRAIN] 1689  x=3186.88  y=78.38  z=-346.86
[Ess] [TERRAIN] 1690  x=3186.21  y=74.33  z=-355.43
[Ess] [TERRAIN] 1691  x=3185.58  y=72.15  z=-363.63
[Ess] [TERRAIN] 1692  x=3184.91  y=70.86  z=-372.18
[Ess] [TERRAIN] 1693  x=3184.25  y=68.80  z=-380.54
[Ess] [TERRAIN] 1694  x=3183.76  y=65.80  z=-386.68
[Ess] [TERRAIN] 1695  x=3183.06  y=60.22  z=-395.45
[Ess] [TERRAIN] 1696  x=3182.39  y=58.59  z=-403.85
[Ess] [TERRAIN] 1697  x=3181.85  y=58.37  z=-410.46
[Ess] [TERRAIN] 1698  x=3181.20  y=56.31  z=-418.54
[Ess] [TERRAIN] 1699  x=3180.66  y=53.01  z=-425.11
[Ess] [TERRAIN] 1700  x=3179.98  y=48.67  z=-433.34
[Ess] [TERRAIN] 1701  x=3179.47  y=45.98  z=-439.43
[Ess] [TERRAIN] 1702  x=3178.74  y=43.36  z=-448.15
[Ess] [TERRAIN] 1703  x=3178.19  y=41.95  z=-454.66
[Ess] [TERRAIN] 1704  x=3177.50  y=39.70  z=-462.77
