[Ess] [TERRAIN] 1  x=2545.82  y=-29.28  z=-911.76
[Ess] [TERRAIN] 975  x=-350.00  y=184.42  z=-3906.00
[Ess] [TERRAIN] 976  x=-318.00  y=183.35  z=-3906.00
[Ess] [TERRAIN] 977  x=-286.00  y=186.03  z=-3906.00
[Ess] [TERRAIN] 978  x=-254.00  y=199.21  z=-3906.00
[Ess] [TERRAIN] 979  x=-222.00  y=209.44  z=-3906.00
[Ess] [TERRAIN] 980  x=-190.00  y=222.43  z=-3906.00
[Ess] [TERRAIN] 981  x=-158.00  y=239.10  z=-3906.00
[Ess] [TERRAIN] 982  x=-126.00  y=241.81  z=-3906.00
[Ess] [TERRAIN] 983  x=-94.00  y=218.06  z=-3906.00
[Ess] [TERRAIN] 984  x=-62.00  y=192.03  z=-3906.00
[Ess] [TERRAIN] 985  x=-30.00  y=175.93  z=-3906.00
[Ess] [TERRAIN] 986  x=2.00  y=181.73  z=-3906.00
[Ess] [TERRAIN] 987  x=34.00  y=188.09  z=-3906.00
[Ess] [TERRAIN] 988  x=66.00  y=194.72  z=-3906.00
[Ess] [TERRAIN] 989  x=98.00  y=206.45  z=-3906.00
[Ess] [TERRAIN] 990  x=130.00  y=229.20  z=-3906.00
[Ess] [TERRAIN] 991  x=162.00  y=229.29  z=-3906.00
[Ess] [TERRAIN] 992  x=194.00  y=218.21  z=-3906.00
[Ess] [TERRAIN] 993  x=226.00  y=196.78  z=-3906.00
[Ess] [TERRAIN] 994  x=258.00  y=185.21  z=-3906.00
[Ess] [TERRAIN] 995  x=290.00  y=177.41  z=-3906.00
[Ess] [TERRAIN] 996  x=322.00  y=165.38  z=-3906.00
[Ess] [TERRAIN] 997  x=354.00  y=149.31  z=-3906.00
[Ess] [TERRAIN] 998  x=386.00  y=146.83  z=-3906.00
[Ess] [TERRAIN] 999  x=418.00  y=154.48  z=-3906.00
[Ess] [TERRAIN] 1000  x=450.00  y=169.81  z=-3906.00
[Ess] [TERRAIN] 1001  x=482.00  y=193.83  z=-3906.00
[Ess] [TERRAIN] 1002  x=514.00  y=220.10  z=-3906.00
[Ess] [TERRAIN] 1003  x=546.00  y=238.47  z=-3906.00
[Ess] [TERRAIN] 1004  x=578.00  y=260.76  z=-3906.00
[Ess] [TERRAIN] 1005  x=610.00  y=282.35  z=-3906.00
[Ess] [TERRAIN] 1006  x=642.00  y=301.49  z=-3906.00
[Ess] [TERRAIN] 1007  x=674.00  y=317.23  z=-3906.00
[Ess] [TERRAIN] 1008  x=706.00  y=319.04  z=-3906.00
[Ess] [TERRAIN] 1009  x=738.00  y=309.70  z=-3906.00
[Ess] [TERRAIN] 1010  x=770.00  y=318.07  z=-3906.00
[Ess] [TERRAIN] 1011  x=802.00  y=338.12  z=-3906.00
[Ess] [TERRAIN] 1012  x=834.00  y=354.40  z=-3906.00
[Ess] [TERRAIN] 1013  x=866.00  y=349.41  z=-3906.00
[Ess] [TERRAIN] 1014  x=898.00  y=351.81  z=-3906.00
[Ess] [TERRAIN] 1015  x=930.00  y=364.94  z=-3906.00
[Ess] [TERRAIN] 1016  x=962.00  y=359.04  z=-3906.00
[Ess] [TERRAIN] 1017  x=994.00  y=342.06  z=-3906.00
[Ess] [TERRAIN] 1018  x=1026.00  y=316.02  z=-3906.00
[Ess] [TERRAIN] 1019  x=1058.00  y=285.29  z=-3906.00
[Ess] [TERRAIN] 1020  x=1090.00  y=279.07  z=-3906.00
[Ess] [TERRAIN] 1021  x=1122.00  y=297.47  z=-3906.00
[Ess] [TERRAIN] 1022  x=1154.00  y=305.00  z=-3906.00
[Ess] [TERRAIN] 1023  x=1186.00  y=300.63  z=-3906.00
[Ess] [TERRAIN] 1024  x=1218.00  y=284.40  z=-3906.00
[Ess] [TERRAIN] 1025  x=1250.00  y=283.63  z=-3906.00
[Ess] [TERRAIN] 1026  x=1282.00  y=278.32  z=-3906.00
[Ess] [TERRAIN] 1027  x=1314.00  y=260.59  z=-3906.00
[Ess] [TERRAIN] 1028  x=1346.00  y=233.27  z=-3906.00
[Ess] [TERRAIN] 1029  x=1378.00  y=215.06  z=-3906.00
[Ess] [TERRAIN] 1030  x=1410.00  y=224.42  z=-3906.00
[Ess] [TERRAIN] 1031  x=1442.00  y=222.18  z=-3906.00
[Ess] [TERRAIN] 1032  x=1474.00  y=218.55  z=-3906.00
[Ess] [TERRAIN] 1033  x=1506.00  y=212.15  z=-3906.00
[Ess] [TERRAIN] 1034  x=1538.00  y=215.25  z=-3906.00
[Ess] [TERRAIN] 1035  x=1570.00  y=221.98  z=-3906.00
[Ess] [TERRAIN] 1036  x=1602.00  y=232.79  z=-3906.00
[Ess] [TERRAIN] 1037  x=1634.00  y=256.77  z=-3906.00
[Ess] [TERRAIN] 1038  x=1666.00  y=272.95  z=-3906.00
[Ess] [TERRAIN] 1039  x=1698.00  y=284.20  z=-3906.00
[Ess] [TERRAIN] 1040  x=1730.00  y=290.22  z=-3906.00
[Ess] [TERRAIN] 1041  x=1762.00  y=301.49  z=-3906.00
[Ess] [TERRAIN] 1042  x=1794.00  y=289.59  z=-3906.00
[Ess] [TERRAIN] 1043  x=1826.00  y=284.02  z=-3906.00
[Ess] [TERRAIN] 1044  x=1858.00  y=273.48  z=-3906.00
[Ess] [TERRAIN] 1045  x=1890.00  y=250.30  z=-3906.00
[Ess] [TERRAIN] 1046  x=1922.00  y=231.20  z=-3906.00
[Ess] [TERRAIN] 1047  x=1954.00  y=224.73  z=-3906.00
[Ess] [TERRAIN] 1048  x=1986.00  y=234.37  z=-3906.00
[Ess] [TERRAIN] 1049  x=2018.00  y=237.13  z=-3906.00
[Ess] [TERRAIN] 1050  x=2050.00  y=224.22  z=-3906.00
[Ess] [TERRAIN] 1051  x=2082.00  y=209.12  z=-3906.00
[Ess] [TERRAIN] 1052  x=2114.00  y=183.66  z=-3906.00
[Ess] [TERRAIN] 1053  x=2146.00  y=191.77  z=-3906.00
[Ess] [TERRAIN] 1054  x=2178.00  y=190.13  z=-3906.00
[Ess] [TERRAIN] 1055  x=2210.00  y=185.38  z=-3906.00
[Ess] [TERRAIN] 1056  x=2242.00  y=187.24  z=-3906.00
[Ess] [TERRAIN] 1057  x=2274.00  y=176.44  z=-3906.00
[Ess] [TERRAIN] 1058  x=2306.00  y=165.96  z=-3906.00
[Ess] [TERRAIN] 1059  x=2338.00  y=155.43  z=-3906.00
[Ess] [TERRAIN] 1060  x=2370.00  y=148.88  z=-3906.00
[Ess] [TERRAIN] 1061  x=2402.00  y=147.01  z=-3906.00
[Ess] [TERRAIN] 1062  x=2434.00  y=148.47  z=-3906.00
[Ess] [TERRAIN] 1063  x=2466.00  y=148.46  z=-3906.00
[Ess] [TERRAIN] 1064  x=2498.00  y=154.82  z=-3906.00
[Ess] [TERRAIN] 1065  x=2530.00  y=161.00  z=-3906.00
[Ess] [TERRAIN] 1066  x=2562.00  y=157.90  z=-3906.00
[Ess] [TERRAIN] 1067  x=2594.00  y=164.55  z=-3906.00
[Ess] [TERRAIN] 1068  x=2626.00  y=182.81  z=-3906.00
[Ess] [TERRAIN] 1069  x=2658.00  y=183.51  z=-3906.00
[Ess] [TERRAIN] 1070  x=2690.00  y=176.26  z=-3906.00
[Ess] [TERRAIN] 1071  x=2722.00  y=176.32  z=-3906.00
[Ess] [TERRAIN] 1072  x=2754.00  y=188.18  z=-3906.00
[Ess] [TERRAIN] 1073  x=2786.00  y=196.83  z=-3906.00
[Ess] [TERRAIN] 1074  x=2818.00  y=197.46  z=-3906.00
[Ess] [TERRAIN] 1075  x=2850.00  y=196.23  z=-3906.00
[Ess] [TERRAIN] 1076  x=2882.00  y=198.89  z=-3906.00
[Ess] [TERRAIN] 1077  x=2914.00  y=203.93  z=-3906.00
[Ess] [TERRAIN] 1078  x=2946.00  y=201.16  z=-3906.00
[Ess] [TERRAIN] 1079  x=2978.00  y=192.16  z=-3906.00
[Ess] [TERRAIN] 1080  x=3010.00  y=201.09  z=-3906.00
[Ess] [TERRAIN] 1081  x=3042.00  y=224.91  z=-3906.00
[Ess] [TERRAIN] 1082  x=3074.00  y=239.34  z=-3906.00
[Ess] [TERRAIN] 1083  x=3106.00  y=232.50  z=-3906.00
[Ess] [TERRAIN] 1084  x=3138.00  y=202.70  z=-3906.00
[Ess] [TERRAIN] 1085  x=3170.00  y=182.93  z=-3906.00
[Ess] [TERRAIN] 1086  x=3202.00  y=135.16  z=-3906.00
[Ess] [TERRAIN] 1087  x=3234.00  y=93.18  z=-3906.00
[Ess] [TERRAIN] 1088  x=3266.00  y=111.67  z=-3906.00
[Ess] [TERRAIN] 1089  x=3298.00  y=151.84  z=-3906.00
[Ess] [TERRAIN] 1090  x=3330.00  y=180.86  z=-3906.00
[Ess] [TERRAIN] 1091  x=3362.00  y=197.94  z=-3906.00
[Ess] [TERRAIN] 1092  x=3394.00  y=222.95  z=-3906.00
[Ess] [TERRAIN] 1093  x=3426.00  y=236.47  z=-3906.00
[Ess] [TERRAIN] 1094  x=3458.00  y=253.55  z=-3906.00
[Ess] [TERRAIN] 1095  x=3490.00  y=262.96  z=-3906.00
[Ess] [TERRAIN] 1096  x=3522.00  y=269.20  z=-3906.00
[Ess] [TERRAIN] 1097  x=3554.00  y=279.84  z=-3906.00
[Ess] [TERRAIN] 1098  x=3586.00  y=289.01  z=-3906.00
[Ess] [TERRAIN] 1099  x=3618.00  y=297.97  z=-3906.00
[Ess] [TERRAIN] 1100  x=3650.00  y=308.17  z=-3906.00
[Ess] [TERRAIN] 1101  x=3682.00  y=302.51  z=-3906.00
[Ess] [TERRAIN] 1102  x=3714.00  y=320.21  z=-3906.00
[Ess] [TERRAIN] 1103  x=3746.00  y=324.40  z=-3906.00
[Ess] [TERRAIN] 1104  x=3778.00  y=333.08  z=-3906.00
[Ess] [TERRAIN] 1105  x=3810.00  y=333.02  z=-3906.00
[Ess] [TERRAIN] 1106  x=3842.00  y=322.38  z=-3906.00
[Ess] [TERRAIN] 1107  x=3874.00  y=309.46  z=-3906.00
[Ess] [TERRAIN] 1108  x=3906.00  y=302.97  z=-3906.00
[Ess] [TERRAIN] 1109  x=3938.00  y=273.05  z=-3906.00
[Ess] [TERRAIN] 1110  x=3970.00  y=261.80  z=-3906.00
[Ess] [TERRAIN] 1111  x=4002.00  y=0.00  z=-3906.00
[Ess] [TERRAIN] 1112  x=4002.00  y=0.00  z=-3874.00
[Ess] [TERRAIN] 1113  x=3970.00  y=270.57  z=-3874.00
[Ess] [TERRAIN] 1114  x=3938.00  y=287.90  z=-3874.00
[Ess] [TERRAIN] 1115  x=3906.00  y=311.04  z=-3874.00
[Ess] [TERRAIN] 1116  x=3874.00  y=321.36  z=-3874.00
[Ess] [TERRAIN] 1117  x=3842.00  y=341.76  z=-3874.00
[Ess] [TERRAIN] 1118  x=3810.00  y=344.99  z=-3874.00
[Ess] [TERRAIN] 1119  x=3778.00  y=336.49  z=-3874.00
[Ess] [TERRAIN] 1120  x=3746.00  y=335.66  z=-3874.00
[Ess] [TERRAIN] 1121  x=3714.00  y=338.93  z=-3874.00
[Ess] [TERRAIN] 1122  x=3682.00  y=328.40  z=-3874.00
[Ess] [TERRAIN] 1123  x=3650.00  y=316.49  z=-3874.00
[Ess] [TERRAIN] 1124  x=3618.00  y=302.36  z=-3874.00
[Ess] [TERRAIN] 1125  x=3586.00  y=299.94  z=-3874.00
[Ess] [TERRAIN] 1126  x=3554.00  y=293.95  z=-3874.00
[Ess] [TERRAIN] 1127  x=3522.00  y=288.33  z=-3874.00
[Ess] [TERRAIN] 1128  x=3490.00  y=271.69  z=-3874.00
[Ess] [TERRAIN] 1129  x=3458.00  y=255.48  z=-3874.00
[Ess] [TERRAIN] 1130  x=3426.00  y=237.14  z=-3874.00
[Ess] [TERRAIN] 1131  x=3394.00  y=216.12  z=-3874.00
[Ess] [TERRAIN] 1132  x=3362.00  y=183.03  z=-3874.00
[Ess] [TERRAIN] 1133  x=3330.00  y=162.57  z=-3874.00
[Ess] [TERRAIN] 1134  x=3298.00  y=132.33  z=-3874.00
[Ess] [TERRAIN] 1135  x=3266.00  y=104.44  z=-3874.00
[Ess] [TERRAIN] 1136  x=3234.00  y=85.14  z=-3874.00
[Ess] [TERRAIN] 1137  x=3202.00  y=119.86  z=-3874.00
[Ess] [TERRAIN] 1138  x=3170.00  y=174.53  z=-3874.00
[Ess] [TERRAIN] 1139  x=3138.00  y=211.53  z=-3874.00
[Ess] [TERRAIN] 1140  x=3106.00  y=234.76  z=-3874.00
[Ess] [TERRAIN] 1141  x=3074.00  y=239.36  z=-3874.00
[Ess] [TERRAIN] 1142  x=3042.00  y=237.38  z=-3874.00
[Ess] [TERRAIN] 1143  x=3010.00  y=211.15  z=-3874.00
[Ess] [TERRAIN] 1144  x=2978.00  y=175.11  z=-3874.00
[Ess] [TERRAIN] 1145  x=2946.00  y=159.17  z=-3874.00
[Ess] [TERRAIN] 1146  x=2914.00  y=167.19  z=-3874.00
[Ess] [TERRAIN] 1147  x=2882.00  y=176.61  z=-3874.00
[Ess] [TERRAIN] 1148  x=2850.00  y=161.74  z=-3874.00
[Ess] [TERRAIN] 1149  x=2818.00  y=165.62  z=-3874.00
[Ess] [TERRAIN] 1150  x=2786.00  y=175.77  z=-3874.00
[Ess] [TERRAIN] 1151  x=2754.00  y=181.10  z=-3874.00
[Ess] [TERRAIN] 1152  x=2722.00  y=176.00  z=-3874.00
[Ess] [TERRAIN] 1153  x=2690.00  y=160.72  z=-3874.00
[Ess] [TERRAIN] 1154  x=2658.00  y=162.04  z=-3874.00
[Ess] [TERRAIN] 1155  x=2626.00  y=173.23  z=-3874.00
[Ess] [TERRAIN] 1156  x=2594.00  y=178.81  z=-3874.00
[Ess] [TERRAIN] 1157  x=2562.00  y=173.06  z=-3874.00
[Ess] [TERRAIN] 1158  x=2530.00  y=170.98  z=-3874.00
[Ess] [TERRAIN] 1159  x=2498.00  y=152.72  z=-3874.00
[Ess] [TERRAIN] 1160  x=2466.00  y=145.48  z=-3874.00
[Ess] [TERRAIN] 1161  x=2434.00  y=148.93  z=-3874.00
[Ess] [TERRAIN] 1162  x=2402.00  y=159.64  z=-3874.00
[Ess] [TERRAIN] 1163  x=2370.00  y=176.07  z=-3874.00
[Ess] [TERRAIN] 1164  x=2338.00  y=188.24  z=-3874.00
[Ess] [TERRAIN] 1165  x=2306.00  y=188.80  z=-3874.00
[Ess] [TERRAIN] 1166  x=2274.00  y=197.81  z=-3874.00
[Ess] [TERRAIN] 1167  x=2242.00  y=202.18  z=-3874.00
[Ess] [TERRAIN] 1168  x=2210.00  y=198.56  z=-3874.00
[Ess] [TERRAIN] 1169  x=2178.00  y=211.34  z=-3874.00
[Ess] [TERRAIN] 1170  x=2146.00  y=212.03  z=-3874.00
[Ess] [TERRAIN] 1171  x=2114.00  y=204.45  z=-3874.00
[Ess] [TERRAIN] 1172  x=2082.00  y=212.39  z=-3874.00
[Ess] [TERRAIN] 1173  x=2050.00  y=219.96  z=-3874.00
[Ess] [TERRAIN] 1174  x=2018.00  y=244.36  z=-3874.00
[Ess] [TERRAIN] 1175  x=1986.00  y=258.61  z=-3874.00
[Ess] [TERRAIN] 1176  x=1954.00  y=249.88  z=-3874.00
[Ess] [TERRAIN] 1177  x=1922.00  y=244.74  z=-3874.00
[Ess] [TERRAIN] 1178  x=1890.00  y=271.79  z=-3874.00
[Ess] [TERRAIN] 1179  x=1858.00  y=305.29  z=-3874.00
[Ess] [TERRAIN] 1180  x=1826.00  y=314.84  z=-3874.00
[Ess] [TERRAIN] 1181  x=1794.00  y=314.95  z=-3874.00
[Ess] [TERRAIN] 1182  x=1762.00  y=316.24  z=-3874.00
[Ess] [TERRAIN] 1183  x=1730.00  y=306.57  z=-3874.00
[Ess] [TERRAIN] 1184  x=1698.00  y=292.86  z=-3874.00
[Ess] [TERRAIN] 1185  x=1666.00  y=283.77  z=-3874.00
[Ess] [TERRAIN] 1186  x=1634.00  y=268.35  z=-3874.00
[Ess] [TERRAIN] 1187  x=1602.00  y=254.65  z=-3874.00
[Ess] [TERRAIN] 1188  x=1570.00  y=237.98  z=-3874.00
[Ess] [TERRAIN] 1189  x=1538.00  y=225.02  z=-3874.00
[Ess] [TERRAIN] 1190  x=1506.00  y=227.83  z=-3874.00
[Ess] [TERRAIN] 1191  x=1474.00  y=226.94  z=-3874.00
[Ess] [TERRAIN] 1192  x=1442.00  y=225.99  z=-3874.00
[Ess] [TERRAIN] 1193  x=1410.00  y=216.50  z=-3874.00
[Ess] [TERRAIN] 1194  x=1378.00  y=211.38  z=-3874.00
[Ess] [TERRAIN] 1195  x=1346.00  y=232.84  z=-3874.00
[Ess] [TERRAIN] 1196  x=1314.00  y=244.99  z=-3874.00
[Ess] [TERRAIN] 1197  x=1282.00  y=262.80  z=-3874.00
[Ess] [TERRAIN] 1198  x=1250.00  y=279.10  z=-3874.00
[Ess] [TERRAIN] 1199  x=1218.00  y=293.79  z=-3874.00
[Ess] [TERRAIN] 1200  x=1186.00  y=314.94  z=-3874.00
[Ess] [TERRAIN] 1201  x=1154.00  y=319.99  z=-3874.00
[Ess] [TERRAIN] 1202  x=1122.00  y=322.71  z=-3874.00
[Ess] [TERRAIN] 1203  x=1090.00  y=324.91  z=-3874.00
[Ess] [TERRAIN] 1204  x=1058.00  y=321.71  z=-3874.00
[Ess] [TERRAIN] 1205  x=1026.00  y=332.30  z=-3874.00
[Ess] [TERRAIN] 1206  x=994.00  y=341.62  z=-3874.00
[Ess] [TERRAIN] 1207  x=962.00  y=355.97  z=-3874.00
[Ess] [TERRAIN] 1208  x=930.00  y=370.22  z=-3874.00
[Ess] [TERRAIN] 1209  x=898.00  y=369.04  z=-3874.00
[Ess] [TERRAIN] 1210  x=866.00  y=374.76  z=-3874.00
[Ess] [TERRAIN] 1211  x=834.00  y=374.88  z=-3874.00
[Ess] [TERRAIN] 1212  x=802.00  y=355.56  z=-3874.00
[Ess] [TERRAIN] 1213  x=770.00  y=334.40  z=-3874.00
[Ess] [TERRAIN] 1214  x=738.00  y=335.92  z=-3874.00
[Ess] [TERRAIN] 1215  x=706.00  y=334.94  z=-3874.00
[Ess] [TERRAIN] 1216  x=674.00  y=311.58  z=-3874.00
[Ess] [TERRAIN] 1217  x=642.00  y=298.80  z=-3874.00
[Ess] [TERRAIN] 1218  x=610.00  y=283.91  z=-3874.00
[Ess] [TERRAIN] 1219  x=578.00  y=273.73  z=-3874.00
[Ess] [TERRAIN] 1220  x=546.00  y=243.72  z=-3874.00
[Ess] [TERRAIN] 1221  x=514.00  y=217.43  z=-3874.00
[Ess] [TERRAIN] 1222  x=482.00  y=178.94  z=-3874.00
[Ess] [TERRAIN] 1223  x=450.00  y=167.98  z=-3874.00
[Ess] [TERRAIN] 1224  x=418.00  y=156.31  z=-3874.00
[Ess] [TERRAIN] 1225  x=386.00  y=153.98  z=-3874.00
[Ess] [TERRAIN] 1226  x=354.00  y=153.75  z=-3874.00
[Ess] [TERRAIN] 1227  x=322.00  y=163.30  z=-3874.00
[Ess] [TERRAIN] 1228  x=290.00  y=173.96  z=-3874.00
[Ess] [TERRAIN] 1229  x=258.00  y=188.54  z=-3874.00
[Ess] [TERRAIN] 1230  x=226.00  y=191.81  z=-3874.00
[Ess] [TERRAIN] 1231  x=194.00  y=201.89  z=-3874.00
[Ess] [TERRAIN] 1232  x=162.00  y=222.39  z=-3874.00
[Ess] [TERRAIN] 1233  x=130.00  y=207.64  z=-3874.00
[Ess] [TERRAIN] 1234  x=98.00  y=203.49  z=-3874.00
[Ess] [TERRAIN] 1235  x=66.00  y=189.48  z=-3874.00
[Ess] [TERRAIN] 1236  x=34.00  y=177.86  z=-3874.00
[Ess] [TERRAIN] 1237  x=2.00  y=174.27  z=-3874.00
[Ess] [TERRAIN] 1238  x=-30.00  y=181.29  z=-3874.00
[Ess] [TERRAIN] 1239  x=-62.00  y=195.96  z=-3874.00
[Ess] [TERRAIN] 1240  x=-94.00  y=219.28  z=-3874.00
[Ess] [TERRAIN] 1241  x=-126.00  y=235.73  z=-3874.00
[Ess] [TERRAIN] 1242  x=-158.00  y=228.55  z=-3874.00
[Ess] [TERRAIN] 1243  x=-190.00  y=219.74  z=-3874.00
[Ess] [TERRAIN] 1244  x=-222.00  y=212.13  z=-3874.00
[Ess] [TERRAIN] 1245  x=-254.00  y=203.00  z=-3874.00
[Ess] [TERRAIN] 1246  x=-286.00  y=189.90  z=-3874.00
[Ess] [TERRAIN] 1247  x=-318.00  y=191.84  z=-3874.00
[Ess] [TERRAIN] 1248  x=-350.00  y=202.42  z=-3874.00
[Ess] [TERRAIN] 1249  x=-382.00  y=201.85  z=-3874.00
[Ess] [TERRAIN] 1250  x=-414.00  y=207.76  z=-3874.00
[Ess] [TERRAIN] 1251  x=-446.00  y=204.43  z=-3874.00
[Ess] [TERRAIN] 1252  x=-478.00  y=219.00  z=-3874.00
[Ess] [TERRAIN] 1253  x=-510.00  y=219.90  z=-3874.00
[Ess] [TERRAIN] 1254  x=-542.00  y=232.47  z=-3874.00
[Ess] [TERRAIN] 1255  x=-574.00  y=252.62  z=-3874.00
[Ess] [TERRAIN] 1256  x=-606.00  y=256.16  z=-3874.00
[Ess] [TERRAIN] 1257  x=-638.00  y=274.81  z=-3874.00
[Ess] [TERRAIN] 1258  x=-670.00  y=273.83  z=-3874.00
[Ess] [TERRAIN] 1259  x=-702.00  y=271.89  z=-3874.00
[Ess] [TERRAIN] 1260  x=-734.00  y=266.91  z=-3874.00
[Ess] [TERRAIN] 1261  x=-766.00  y=259.27  z=-3874.00
[Ess] [TERRAIN] 1262  x=-798.00  y=250.16  z=-3874.00
[Ess] [TERRAIN] 1263  x=-830.00  y=237.95  z=-3874.00
[Ess] [TERRAIN] 1264  x=-862.00  y=223.88  z=-3874.00
[Ess] [TERRAIN] 1265  x=-894.00  y=204.31  z=-3874.00
[Ess] [TERRAIN] 1266  x=-926.00  y=187.89  z=-3874.00
[Ess] [TERRAIN] 1267  x=-958.00  y=172.25  z=-3874.00
[Ess] [TERRAIN] 1268  x=-990.00  y=144.16  z=-3874.00
[Ess] [TERRAIN] 1269  x=-1022.00  y=114.26  z=-3874.00
[Ess] [TERRAIN] 1270  x=-1054.00  y=75.62  z=-3874.00
[Ess] [TERRAIN] 1271  x=-1086.00  y=20.38  z=-3874.00
[Ess] [TERRAIN] 1272  x=-1118.00  y=-62.36  z=-3874.00
[Ess] [TERRAIN] 1273  x=-1150.00  y=-71.00  z=-3874.00
[Ess] [TERRAIN] 1274  x=-1182.00  y=-70.99  z=-3874.00
[Ess] [TERRAIN] 1275  x=-1214.00  y=-64.32  z=-3874.00
[Ess] [TERRAIN] 1276  x=-1246.00  y=-59.41  z=-3874.00
[Ess] [TERRAIN] 1277  x=-1278.00  y=-13.94  z=-3874.00
[Ess] [TERRAIN] 1278  x=-1310.00  y=34.09  z=-3874.00
[Ess] [TERRAIN] 1279  x=-1342.00  y=50.82  z=-3874.00
[Ess] [TERRAIN] 1280  x=-1374.00  y=65.33  z=-3874.00
[Ess] [TERRAIN] 1281  x=-1406.00  y=83.97  z=-3874.00
[Ess] [TERRAIN] 1282  x=-1438.00  y=104.30  z=-3874.00
[Ess] [TERRAIN] 1283  x=-1470.00  y=124.43  z=-3874.00
[Ess] [TERRAIN] 1284  x=-1502.00  y=143.49  z=-3874.00
[Ess] [TERRAIN] 1285  x=-1534.00  y=151.24  z=-3874.00
[Ess] [TERRAIN] 1286  x=-1566.00  y=173.49  z=-3874.00
[Ess] [TERRAIN] 1287  x=-1598.00  y=195.51  z=-3874.00
[Ess] [TERRAIN] 1288  x=-1630.00  y=209.38  z=-3874.00
[Ess] [TERRAIN] 1289  x=-1662.00  y=221.13  z=-3874.00
[Ess] [TERRAIN] 1290  x=-1694.00  y=231.30  z=-3874.00
[Ess] [TERRAIN] 1291  x=-1726.00  y=241.60  z=-3874.00
[Ess] [TERRAIN] 1292  x=-1758.00  y=252.04  z=-3874.00
[Ess] [TERRAIN] 1293  x=-1790.00  y=261.90  z=-3874.00
[Ess] [TERRAIN] 1294  x=-1822.00  y=281.76  z=-3874.00
[Ess] [TERRAIN] 1295  x=-1854.00  y=300.34  z=-3874.00
[Ess] [TERRAIN] 1296  x=-1886.00  y=324.20  z=-3874.00
[Ess] [TERRAIN] 1297  x=-1918.00  y=334.21  z=-3874.00
[Ess] [TERRAIN] 1298  x=-1950.00  y=320.72  z=-3874.00
[Ess] [TERRAIN] 1299  x=-1982.00  y=315.91  z=-3874.00
[Ess] [TERRAIN] 1300  x=-2014.00  y=307.15  z=-3874.00
[Ess] [TERRAIN] 1301  x=-2046.00  y=295.99  z=-3874.00
[Ess] [TERRAIN] 1302  x=-2078.00  y=275.60  z=-3874.00
[Ess] [TERRAIN] 1303  x=-2110.00  y=249.51  z=-3874.00
[Ess] [TERRAIN] 1304  x=-2142.00  y=224.96  z=-3874.00
[Ess] [TERRAIN] 1305  x=-2174.00  y=217.40  z=-3874.00
[Ess] [TERRAIN] 1306  x=-2206.00  y=211.67  z=-3874.00
[Ess] [TERRAIN] 1307  x=-2238.00  y=222.03  z=-3874.00
[Ess] [TERRAIN] 1308  x=-2270.00  y=225.18  z=-3874.00
[Ess] [TERRAIN] 1309  x=-2302.00  y=231.01  z=-3874.00
[Ess] [TERRAIN] 1310  x=-2334.00  y=226.80  z=-3874.00
[Ess] [TERRAIN] 1311  x=-2366.00  y=221.89  z=-3874.00
[Ess] [TERRAIN] 1312  x=-2398.00  y=233.71  z=-3874.00
[Ess] [TERRAIN] 1313  x=-2430.00  y=244.27  z=-3874.00
[Ess] [TERRAIN] 1314  x=-2462.00  y=245.52  z=-3874.00
[Ess] [TERRAIN] 1315  x=-2494.00  y=242.94  z=-3874.00
[Ess] [TERRAIN] 1316  x=-2526.00  y=257.37  z=-3874.00
[Ess] [TERRAIN] 1317  x=-2558.00  y=276.77  z=-3874.00
[Ess] [TERRAIN] 1318  x=-2590.00  y=298.98  z=-3874.00
[Ess] [TERRAIN] 1319  x=-2622.00  y=305.62  z=-3874.00
[Ess] [TERRAIN] 1320  x=-2654.00  y=305.68  z=-3874.00
[Ess] [TERRAIN] 1321  x=-2686.00  y=297.41  z=-3874.00
[Ess] [TERRAIN] 1322  x=-2718.00  y=278.86  z=-3874.00
[Ess] [TERRAIN] 1323  x=-2750.00  y=260.89  z=-3874.00
[Ess] [TERRAIN] 1324  x=-2782.00  y=261.00  z=-3874.00
[Ess] [TERRAIN] 1325  x=-2814.00  y=266.68  z=-3874.00
[Ess] [TERRAIN] 1326  x=-2846.00  y=290.19  z=-3874.00
[Ess] [TERRAIN] 1327  x=-2878.00  y=311.01  z=-3874.00
[Ess] [TERRAIN] 1328  x=-2910.00  y=330.52  z=-3874.00
[Ess] [TERRAIN] 1329  x=-2942.00  y=342.97  z=-3874.00
[Ess] [TERRAIN] 1330  x=-2974.00  y=363.40  z=-3874.00
[Ess] [TERRAIN] 1331  x=-3006.00  y=379.81  z=-3874.00
[Ess] [TERRAIN] 1332  x=-3038.00  y=388.63  z=-3874.00
[Ess] [TERRAIN] 1333  x=-3070.00  y=386.24  z=-3874.00
[Ess] [TERRAIN] 1334  x=-3102.00  y=385.02  z=-3874.00
[Ess] [TERRAIN] 1335  x=-3134.00  y=386.33  z=-3874.00
[Ess] [TERRAIN] 1336  x=-3166.00  y=392.12  z=-3874.00
[Ess] [TERRAIN] 1337  x=-3198.00  y=385.90  z=-3874.00
[Ess] [TERRAIN] 1338  x=-3230.00  y=388.30  z=-3874.00
[Ess] [TERRAIN] 1339  x=-3262.00  y=395.18  z=-3874.00
[Ess] [TERRAIN] 1340  x=-3294.00  y=394.06  z=-3874.00
[Ess] [TERRAIN] 1341  x=-3326.00  y=382.67  z=-3874.00
