[Ess] Net: DISABLED (Ess.Net.OFF) -- no receiver hijack on NetEventCallback, no wire traffic
[Ess] Net: v0.2.1 ready (EV=5 SLOTS=5 HB=2)
[Ess] [FOOT] 73  x=2705.67  y=-13.85  z=-815.25  yaw=90.0
[Ess] [FOOT] 74  x=2708.26  y=-13.85  z=-815.28  yaw=90.8
[Ess] [FOOT] 75  x=2710.89  y=-13.85  z=-815.31  yaw=90.8
[Ess] [FOOT] 76  x=2713.40  y=-13.85  z=-815.48  yaw=100.8
[Ess] [FOOT] 77  x=2715.84  y=-13.85  z=-816.17  yaw=106.4
[Ess] [FOOT] 78  x=2718.31  y=-13.85  z=-816.93  yaw=107.1
[Ess] [FOOT] 79  x=2720.80  y=-13.85  z=-817.66  yaw=106.3
[Ess] [FOOT] 80  x=2723.32  y=-14.01  z=-818.38  yaw=106.3
[Ess] [FOOT] 81  x=2725.75  y=-13.88  z=-819.09  yaw=106.3
[Ess] [FOOT] 82  x=2728.27  y=-13.88  z=-819.80  yaw=106.3
[Ess] [FOOT] 83  x=2730.77  y=-13.88  z=-820.50  yaw=106.3
[Ess] [FOOT] 84  x=2733.27  y=-13.88  z=-821.14  yaw=104.5
[Ess] [FOOT] 85  x=2735.81  y=-13.88  z=-821.77  yaw=104.5
[Ess] [FOOT] 86  x=2738.34  y=-13.88  z=-822.41  yaw=104.5
[Ess] [FOOT] 87  x=2740.83  y=-13.91  z=-823.16  yaw=106.9
[Ess] [FOOT] 88  x=2743.31  y=-14.00  z=-823.93  yaw=106.9
[Ess] [FOOT] 89  x=2745.82  y=-14.00  z=-824.71  yaw=106.9
[Ess] [FOOT] 90  x=2748.31  y=-14.00  z=-825.49  yaw=106.9
[Ess] [FOOT] 91  x=2750.77  y=-14.00  z=-826.26  yaw=106.9
[Ess] [FOOT] 92  x=2753.28  y=-14.00  z=-827.05  yaw=107.6
[Ess] [FOOT] 93  x=2755.69  y=-14.00  z=-827.88  yaw=109.6
[Ess] [FOOT] 94  x=2758.17  y=-14.00  z=-828.78  yaw=109.6
[Ess] [FOOT] 95  x=2760.57  y=-14.00  z=-829.67  yaw=110.3
[Ess] [FOOT] 96  x=2762.75  y=-14.00  z=-830.93  yaw=130.8
[Ess] [FOOT] 97  x=2764.69  y=-13.90  z=-832.64  yaw=130.8
[Ess] [FOOT] 98  x=2766.63  y=-13.91  z=-834.34  yaw=130.8
[Ess] [FOOT] 99  x=2768.58  y=-13.91  z=-836.07  yaw=130.8
[Ess] [FOOT] 100  x=2770.53  y=-13.92  z=-837.77  yaw=130.8
[Ess] [FOOT] 101  x=2772.52  y=-13.93  z=-839.43  yaw=130.0
[Ess] [FOOT] 102  x=2774.53  y=-13.93  z=-841.09  yaw=130.0
[Ess] [FOOT] 103  x=2776.54  y=-13.95  z=-842.76  yaw=130.7
[Ess] [FOOT] 104  x=2778.35  y=-13.96  z=-844.57  yaw=136.8
[Ess] [FOOT] 105  x=2780.08  y=-13.97  z=-846.50  yaw=137.5
[Ess] [FOOT] 106  x=2780.87  y=-13.97  z=-847.38  yaw=137.5
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] Object.spawn: Pg.Spawn failed for 'Cash (Large)'
[Ess] [gridprobe] dropped 244/256 probes (16x16 @ 8u), settling 8.0s...
[Ess] [GRID] 1  x=2720.23  y=-13.94  z=-890.79  yaw=0.0
[Ess] [GRID] 2  x=2721.14  y=0.59  z=-875.37  yaw=0.0
[Ess] [GRID] 3  x=2720.92  y=0.68  z=-867.39  yaw=0.0
[Ess] [GRID] 4  x=2722.19  y=2.41  z=-860.64  yaw=0.0
[Ess] [GRID] 5  x=2721.45  y=0.74  z=-850.96  yaw=0.0
[Ess] [GRID] 6  x=2721.69  y=0.93  z=-842.55  yaw=0.0
[Ess] [GRID] 7  x=2720.76  y=0.57  z=-835.39  yaw=0.0
[Ess] [GRID] 8  x=2716.58  y=-14.01  z=-828.84  yaw=0.0
[Ess] [GRID] 9  x=2721.73  y=-14.03  z=-819.10  yaw=0.0
[Ess] [GRID] 10  x=2725.28  y=-12.61  z=-809.27  yaw=0.0
[Ess] [GRID] 11  x=2721.24  y=-13.89  z=-803.73  yaw=0.0
[Ess] [GRID] 12  x=2728.64  y=-13.95  z=-899.58  yaw=0.0
[Ess] [GRID] 13  x=2727.57  y=-13.04  z=-891.26  yaw=0.0
[Ess] [GRID] 14  x=2743.37  y=-1.63  z=-864.08  yaw=0.0
[Ess] [GRID] 15  x=2728.82  y=0.67  z=-875.37  yaw=0.0
[Ess] [GRID] 16  x=2728.76  y=0.58  z=-867.40  yaw=0.0
[Ess] [GRID] 17  x=2729.32  y=-0.01  z=-851.34  yaw=0.0
[Ess] [GRID] 18  x=2746.84  y=-8.75  z=-844.61  yaw=0.0
[Ess] [GRID] 19  x=2728.99  y=-0.87  z=-835.35  yaw=0.0
[Ess] [GRID] 20  x=2728.67  y=-13.93  z=-827.26  yaw=0.0
[Ess] [GRID] 21  x=2732.21  y=-12.66  z=-820.24  yaw=0.0
[Ess] [GRID] 22  x=2728.75  y=-13.98  z=-811.31  yaw=0.0
[Ess] [GRID] 23  x=2728.74  y=-13.99  z=-803.66  yaw=0.0
[Ess] [GRID] 24  x=2730.69  y=-14.03  z=-794.99  yaw=0.0
[Ess] [GRID] 25  x=2744.46  y=-13.10  z=-905.25  yaw=0.0
[Ess] [GRID] 26  x=2735.80  y=-13.04  z=-899.39  yaw=0.0
[Ess] [GRID] 27  x=2736.62  y=-13.95  z=-891.56  yaw=0.0
[Ess] [GRID] 28  x=2736.62  y=-13.96  z=-883.53  yaw=0.0
[Ess] [GRID] 29  x=2737.16  y=-0.41  z=-875.42  yaw=0.0
[Ess] [GRID] 30  x=2736.99  y=-0.83  z=-867.38  yaw=0.0
[Ess] [GRID] 31  x=2749.60  y=-12.84  z=-840.88  yaw=0.0
[Ess] [GRID] 32  x=2737.23  y=-2.21  z=-851.35  yaw=0.0
[Ess] [GRID] 33  x=2736.71  y=-2.80  z=-843.45  yaw=0.0
[Ess] [GRID] 34  x=2738.09  y=-4.12  z=-835.44  yaw=0.0
[Ess] [GRID] 35  x=2735.68  y=-12.66  z=-822.95  yaw=0.0
[Ess] [GRID] 36  x=2736.78  y=-13.92  z=-819.14  yaw=0.0
[Ess] [GRID] 37  x=2730.91  y=-13.10  z=-807.36  yaw=0.0
[Ess] [GRID] 38  x=2737.05  y=-14.04  z=-803.29  yaw=0.0
[Ess] [GRID] 39  x=2737.77  y=-13.13  z=-795.27  yaw=0.0
[Ess] [GRID] 40  x=2735.98  y=-13.13  z=-787.60  yaw=0.0
[Ess] [GRID] 41  x=2745.06  y=-14.00  z=-907.42  yaw=0.0
[Ess] [GRID] 42  x=2746.39  y=-12.70  z=-894.43  yaw=0.0
[Ess] [GRID] 43  x=2746.58  y=-13.06  z=-891.35  yaw=0.0
[Ess] [GRID] 44  x=2742.03  y=-12.70  z=-880.42  yaw=0.0
[Ess] [GRID] 45  x=2745.62  y=-3.09  z=-875.33  yaw=0.0
[Ess] [GRID] 46  x=2757.18  y=-12.74  z=-867.49  yaw=0.0
[Ess] [GRID] 47  x=2745.09  y=-4.45  z=-859.42  yaw=0.0
[Ess] [GRID] 48  x=2757.12  y=-12.91  z=-845.43  yaw=0.0
[Ess] [GRID] 49  x=2746.39  y=-12.69  z=-839.78  yaw=0.0
[Ess] [GRID] 50  x=2744.95  y=-12.76  z=-832.15  yaw=0.0
[Ess] [GRID] 51  x=2744.05  y=-12.77  z=-825.95  yaw=0.0
[Ess] [GRID] 52  x=2743.99  y=-12.77  z=-817.79  yaw=0.0
[Ess] [GRID] 53  x=2745.62  y=-12.93  z=-811.64  yaw=0.0
[Ess] [GRID] 54  x=2744.89  y=-14.04  z=-803.21  yaw=0.0
[Ess] [GRID] 55  x=2742.62  y=-12.77  z=-791.44  yaw=0.0
[Ess] [GRID] 56  x=2745.92  y=-12.77  z=-789.13  yaw=0.0
[Ess] [GRID] 57  x=2752.54  y=-13.93  z=-906.98  yaw=0.0
[Ess] [GRID] 58  x=2751.37  y=-13.00  z=-898.57  yaw=0.0
[Ess] [GRID] 59  x=2753.10  y=-13.97  z=-891.34  yaw=0.0
[Ess] [GRID] 60  x=2752.80  y=-13.09  z=-883.50  yaw=0.0
[Ess] [GRID] 61  x=2752.83  y=-14.00  z=-875.45  yaw=0.0
[Ess] [GRID] 62  x=2755.14  y=-12.74  z=-862.16  yaw=0.0
[Ess] [GRID] 63  x=2752.85  y=-14.01  z=-859.24  yaw=0.0
[Ess] [GRID] 64  x=2753.16  y=-14.02  z=-851.43  yaw=0.0
[Ess] [GRID] 65  x=2752.07  y=-12.76  z=-842.26  yaw=0.0
[Ess] [GRID] 66  x=2754.55  y=-12.76  z=-832.96  yaw=0.0
[Ess] [GRID] 67  x=2752.93  y=-14.03  z=-827.39  yaw=0.0
[Ess] [GRID] 68  x=2752.52  y=-14.03  z=-819.35  yaw=0.0
[Ess] [GRID] 69  x=2752.14  y=-12.77  z=-808.39  yaw=0.0
[Ess] [GRID] 70  x=2758.36  y=-14.03  z=-808.03  yaw=0.0
[Ess] [GRID] 71  x=2751.27  y=-14.04  z=-794.59  yaw=0.0
[Ess] [GRID] 72  x=2749.02  y=-12.77  z=-787.01  yaw=0.0
[Ess] [GRID] 73  x=2762.45  y=-13.90  z=-905.87  yaw=0.0
[Ess] [GRID] 74  x=2760.90  y=-13.91  z=-899.17  yaw=0.0
[Ess] [GRID] 75  x=2767.89  y=-12.72  z=-890.19  yaw=0.0
[Ess] [GRID] 76  x=2763.32  y=-12.73  z=-880.85  yaw=0.0
[Ess] [GRID] 77  x=2761.17  y=-14.00  z=-875.25  yaw=0.0
[Ess] [GRID] 78  x=2763.36  y=-13.10  z=-868.11  yaw=0.0
[Ess] [GRID] 79  x=2760.89  y=-14.01  z=-859.47  yaw=0.0
[Ess] [GRID] 80  x=2760.69  y=-14.01  z=-852.06  yaw=0.0
[Ess] [GRID] 81  x=2761.05  y=-12.75  z=-846.57  yaw=0.0
[Ess] [GRID] 82  x=2760.87  y=-14.03  z=-835.38  yaw=0.0
[Ess] [GRID] 83  x=2762.09  y=-12.73  z=-827.51  yaw=0.0
[Ess] [GRID] 84  x=2760.90  y=-14.02  z=-819.40  yaw=0.0
[Ess] [GRID] 85  x=2759.91  y=-13.12  z=-810.14  yaw=0.0
[Ess] [GRID] 86  x=2760.90  y=-14.00  z=-803.32  yaw=0.0
[Ess] [GRID] 87  x=2760.19  y=-14.00  z=-795.11  yaw=0.0
[Ess] [GRID] 88  x=2762.35  y=-13.10  z=-787.73  yaw=0.0
[Ess] [GRID] 89  x=2768.54  y=-13.93  z=-907.15  yaw=0.0
[Ess] [GRID] 90  x=2768.73  y=-13.94  z=-899.22  yaw=0.0
[Ess] [GRID] 91  x=2765.30  y=-12.72  z=-891.88  yaw=0.0
[Ess] [GRID] 92  x=2772.92  y=-12.72  z=-881.72  yaw=0.0
[Ess] [GRID] 93  x=2768.75  y=-14.00  z=-875.84  yaw=0.0
[Ess] [GRID] 94  x=2769.05  y=-14.01  z=-866.70  yaw=0.0
[Ess] [GRID] 95  x=2767.25  y=-12.75  z=-856.39  yaw=0.0
[Ess] [GRID] 96  x=2767.93  y=-13.99  z=-850.73  yaw=0.0
[Ess] [GRID] 97  x=2768.27  y=-13.02  z=-841.66  yaw=0.0
[Ess] [GRID] 98  x=2772.09  y=-12.70  z=-837.86  yaw=0.0
[Ess] [GRID] 99  x=2771.23  y=-13.10  z=-823.44  yaw=0.0
[Ess] [GRID] 100  x=2773.60  y=-12.73  z=-818.02  yaw=0.0
[Ess] [GRID] 101  x=2773.71  y=-12.73  z=-809.97  yaw=0.0
[Ess] [GRID] 102  x=2769.98  y=-14.00  z=-803.27  yaw=0.0
[Ess] [GRID] 103  x=2769.66  y=-13.09  z=-795.32  yaw=0.0
[Ess] [GRID] 104  x=2764.17  y=-12.73  z=-781.22  yaw=0.0
[Ess] [GRID] 105  x=2776.38  y=-12.73  z=-907.91  yaw=0.0
[Ess] [GRID] 106  x=2777.50  y=-13.98  z=-899.37  yaw=0.0
[Ess] [GRID] 107  x=2776.88  y=-13.90  z=-891.35  yaw=0.0
[Ess] [GRID] 108  x=2775.62  y=-12.72  z=-885.76  yaw=0.0
[Ess] [GRID] 109  x=2784.47  y=-13.99  z=-871.52  yaw=0.0
[Ess] [GRID] 110  x=2773.83  y=-13.05  z=-864.91  yaw=0.0
[Ess] [GRID] 111  x=2778.96  y=-13.90  z=-859.55  yaw=0.0
[Ess] [GRID] 112  x=2778.08  y=-13.96  z=-851.10  yaw=0.0
[Ess] [GRID] 113  x=2784.87  y=-14.00  z=-838.41  yaw=0.0
[Ess] [GRID] 114  x=2782.54  y=-13.10  z=-833.83  yaw=0.0
[Ess] [GRID] 115  x=2779.29  y=-14.00  z=-827.70  yaw=0.0
[Ess] [GRID] 116  x=2780.08  y=-14.00  z=-817.20  yaw=0.0
[Ess] [GRID] 117  x=2775.28  y=-12.73  z=-808.57  yaw=0.0
[Ess] [GRID] 118  x=2770.87  y=-12.89  z=-800.84  yaw=0.0
[Ess] [GRID] 119  x=2776.48  y=-12.89  z=-794.68  yaw=0.0
[Ess] [GRID] 120  x=2775.40  y=-14.00  z=-783.49  yaw=0.0
[Ess] [GRID] 121  x=2785.34  y=-12.48  z=-904.15  yaw=0.0
[Ess] [GRID] 122  x=2784.72  y=-13.99  z=-899.45  yaw=0.0
[Ess] [GRID] 123  x=2794.12  y=-14.00  z=-886.60  yaw=0.0
[Ess] [GRID] 124  x=2788.23  y=-12.72  z=-882.74  yaw=0.0
[Ess] [GRID] 125  x=2789.50  y=-13.09  z=-872.74  yaw=0.0
[Ess] [GRID] 126  x=2788.29  y=-12.73  z=-865.97  yaw=0.0
[Ess] [GRID] 127  x=2790.07  y=-12.73  z=-857.40  yaw=0.0
[Ess] [GRID] 128  x=2786.10  y=-14.00  z=-850.90  yaw=0.0
[Ess] [GRID] 129  x=2785.45  y=-14.00  z=-843.35  yaw=0.0
[Ess] [GRID] 130  x=2785.50  y=-13.10  z=-836.64  yaw=0.0
[Ess] [GRID] 131  x=2784.74  y=-12.73  z=-826.27  yaw=0.0
[Ess] [GRID] 132  x=2781.18  y=-12.73  z=-824.65  yaw=0.0
[Ess] [GRID] 133  x=2778.62  y=-12.73  z=-809.32  yaw=0.0
[Ess] [GRID] 134  x=2777.52  y=-13.09  z=-806.88  yaw=0.0
[Ess] [GRID] 135  x=2782.64  y=-14.00  z=-799.02  yaw=0.0
[Ess] [GRID] 136  x=2782.74  y=-12.74  z=-783.96  yaw=0.0
[Ess] [GRID] 137  x=2793.13  y=-13.99  z=-907.48  yaw=0.0
[Ess] [GRID] 138  x=2792.33  y=-12.73  z=-898.80  yaw=0.0
[Ess] [GRID] 139  x=2792.23  y=-13.09  z=-891.45  yaw=0.0
[Ess] [GRID] 140  x=2793.35  y=-12.73  z=-880.47  yaw=0.0
[Ess] [GRID] 141  x=2798.77  y=-12.73  z=-873.28  yaw=0.0
[Ess] [GRID] 142  x=2798.41  y=-14.00  z=-865.38  yaw=0.0
[Ess] [GRID] 143  x=2792.86  y=-12.89  z=-858.71  yaw=0.0
[Ess] [GRID] 144  x=2793.55  y=-13.09  z=-851.66  yaw=0.0
[Ess] [GRID] 145  x=2789.79  y=-13.10  z=-840.55  yaw=0.0
[Ess] [GRID] 146  x=2797.77  y=-12.73  z=-834.39  yaw=0.0
[Ess] [GRID] 147  x=2787.76  y=-14.00  z=-835.52  yaw=0.0
[Ess] [GRID] 148  x=2792.71  y=-2.44  z=-819.54  yaw=0.0
[Ess] [GRID] 149  x=2782.72  y=-6.13  z=-813.41  yaw=0.0
[Ess] [GRID] 150  x=2792.92  y=-2.06  z=-803.11  yaw=0.0
[Ess] [GRID] 151  x=2792.67  y=-13.99  z=-787.67  yaw=0.0
[Ess] [GRID] 152  x=2798.03  y=-12.19  z=-786.58  yaw=0.0
[Ess] [GRID] 153  x=2801.02  y=-12.89  z=-906.34  yaw=0.0
[Ess] [GRID] 154  x=2802.27  y=-14.00  z=-898.58  yaw=0.0
[Ess] [GRID] 155  x=2801.05  y=-14.00  z=-891.35  yaw=0.0
[Ess] [GRID] 156  x=2801.88  y=-12.73  z=-880.61  yaw=0.0
[Ess] [GRID] 157  x=2801.18  y=-14.00  z=-875.49  yaw=0.0
[Ess] [GRID] 158  x=2800.11  y=-13.09  z=-867.59  yaw=0.0
[Ess] [GRID] 159  x=2801.89  y=-12.73  z=-856.07  yaw=0.0
[Ess] [GRID] 160  x=2800.13  y=-13.09  z=-851.40  yaw=0.0
[Ess] [GRID] 161  x=2800.99  y=-14.00  z=-843.42  yaw=0.0
[Ess] [GRID] 162  x=2800.98  y=-14.00  z=-835.41  yaw=0.0
[Ess] [GRID] 163  x=2800.85  y=-3.00  z=-827.65  yaw=0.0
[Ess] [GRID] 164  x=2816.12  y=-13.83  z=-805.92  yaw=0.0
[Ess] [GRID] 165  x=2801.25  y=-1.87  z=-811.48  yaw=0.0
[Ess] [GRID] 166  x=2800.93  y=-3.02  z=-803.32  yaw=0.0
[Ess] [GRID] 167  x=2800.24  y=-12.73  z=-795.36  yaw=0.0
[Ess] [GRID] 168  x=2800.82  y=-13.36  z=-787.42  yaw=0.0
[Ess] [GRID] 169  x=2811.24  y=-12.73  z=-904.86  yaw=0.0
[Ess] [GRID] 170  x=2813.22  y=-12.73  z=-896.60  yaw=0.0
[Ess] [GRID] 171  x=2811.95  y=-12.73  z=-894.86  yaw=0.0
[Ess] [GRID] 172  x=2809.78  y=-14.00  z=-883.45  yaw=0.0
[Ess] [GRID] 173  x=2808.42  y=-12.73  z=-876.77  yaw=0.0
[Ess] [GRID] 174  x=2809.99  y=-12.73  z=-864.08  yaw=0.0
[Ess] [GRID] 175  x=2812.03  y=-13.10  z=-857.90  yaw=0.0
[Ess] [GRID] 176  x=2811.10  y=-14.00  z=-851.89  yaw=0.0
[Ess] [GRID] 177  x=2811.74  y=-12.73  z=-842.05  yaw=0.0
[Ess] [GRID] 178  x=2808.85  y=-14.00  z=-835.36  yaw=0.0
[Ess] [GRID] 179  x=2814.75  y=-12.73  z=-837.79  yaw=0.0
[Ess] [GRID] 180  x=2809.60  y=-3.33  z=-819.46  yaw=0.0
[Ess] [GRID] 181  x=2818.02  y=-13.72  z=-808.08  yaw=0.0
[Ess] [GRID] 182  x=2809.01  y=-14.00  z=-803.07  yaw=0.0
[Ess] [GRID] 183  x=2810.38  y=-12.39  z=-797.86  yaw=0.0
[Ess] [GRID] 184  x=2808.90  y=-8.33  z=-787.38  yaw=0.0
[Ess] [GRID] 185  x=2829.36  y=-14.00  z=-902.11  yaw=0.0
[Ess] [GRID] 186  x=2816.91  y=-14.00  z=-899.44  yaw=0.0
[Ess] [GRID] 187  x=2818.35  y=-13.10  z=-890.56  yaw=0.0
[Ess] [GRID] 188  x=2817.46  y=-14.00  z=-884.31  yaw=0.0
[Ess] [GRID] 189  x=2816.59  y=-14.00  z=-875.07  yaw=0.0
[Ess] [GRID] 190  x=2812.25  y=-14.00  z=-863.52  yaw=0.0
[Ess] [GRID] 191  x=2818.02  y=-14.00  z=-859.72  yaw=0.0
[Ess] [GRID] 192  x=2821.59  y=-12.73  z=-849.34  yaw=0.0
[Ess] [GRID] 193  x=2818.90  y=-13.10  z=-843.21  yaw=0.0
[Ess] [GRID] 194  x=2817.20  y=-14.00  z=-836.17  yaw=0.0
[Ess] [GRID] 195  x=2816.80  y=-14.00  z=-827.28  yaw=0.0
[Ess] [GRID] 196  x=2821.56  y=-12.70  z=-816.51  yaw=0.0
[Ess] [GRID] 197  x=2816.76  y=-13.93  z=-811.40  yaw=0.0
[Ess] [GRID] 198  x=2814.09  y=-12.49  z=-802.72  yaw=0.0
[Ess] [GRID] 199  x=2816.87  y=-8.04  z=-795.38  yaw=0.0
[Ess] [GRID] 200  x=2817.12  y=-12.71  z=-785.46  yaw=0.0
[Ess] [GRID] 201  x=2825.15  y=-13.10  z=-904.58  yaw=0.0
[Ess] [GRID] 202  x=2824.87  y=-14.00  z=-899.19  yaw=0.0
[Ess] [GRID] 203  x=2825.53  y=-14.00  z=-891.87  yaw=0.0
[Ess] [GRID] 204  x=2827.58  y=-14.00  z=-881.27  yaw=0.0
[Ess] [GRID] 205  x=2824.94  y=-14.00  z=-875.57  yaw=0.0
[Ess] [GRID] 206  x=2824.85  y=-14.00  z=-865.53  yaw=0.0
[Ess] [GRID] 207  x=2820.08  y=-14.00  z=-855.74  yaw=0.0
[Ess] [GRID] 208  x=2830.72  y=-13.10  z=-851.85  yaw=0.0
[Ess] [GRID] 209  x=2830.18  y=-13.06  z=-842.37  yaw=0.0
[Ess] [GRID] 210  x=2824.84  y=-13.96  z=-835.36  yaw=0.0
[Ess] [GRID] 211  x=2825.81  y=-13.10  z=-827.23  yaw=0.0
[Ess] [GRID] 212  x=2828.98  y=-13.02  z=-819.55  yaw=0.0
[Ess] [GRID] 213  x=2824.87  y=-13.47  z=-811.53  yaw=0.0
[Ess] [GRID] 214  x=2824.87  y=-8.33  z=-803.39  yaw=0.0
[Ess] [GRID] 215  x=2829.74  y=-12.66  z=-794.11  yaw=0.0
[Ess] [GRID] 216  x=2817.68  y=-13.44  z=-791.94  yaw=0.0
[Ess] [GRID] 217  x=2833.08  y=-14.00  z=-899.22  yaw=0.0
[Ess] [GRID] 218  x=2839.10  y=-12.89  z=-886.58  yaw=0.0
[Ess] [GRID] 219  x=2841.46  y=-14.56  z=-877.99  yaw=0.0
[Ess] [GRID] 220  x=2840.39  y=-14.49  z=-872.71  yaw=0.0
[Ess] [GRID] 221  x=2832.36  y=-13.09  z=-866.89  yaw=0.0
[Ess] [GRID] 222  x=2836.29  y=-14.00  z=-854.06  yaw=0.0
[Ess] [GRID] 223  x=2828.05  y=-14.00  z=-847.49  yaw=0.0
[Ess] [GRID] 224  x=2833.85  y=-13.06  z=-843.51  yaw=0.0
[Ess] [GRID] 225  x=2828.39  y=-13.97  z=-830.89  yaw=0.0
[Ess] [GRID] 226  x=2835.57  y=-13.09  z=-827.03  yaw=0.0
[Ess] [GRID] 227  x=2834.09  y=-12.42  z=-817.86  yaw=0.0
[Ess] [GRID] 228  x=2832.72  y=-8.04  z=-811.31  yaw=0.0
[Ess] [GRID] 229  x=2833.78  y=-12.80  z=-803.41  yaw=0.0
[Ess] [GRID] 230  x=2842.62  y=-12.97  z=-796.42  yaw=0.0
[Ess] [GRID] 231  x=2853.08  y=-16.43  z=-882.98  yaw=0.0
[Ess] [GRID] 232  x=2853.13  y=-18.13  z=-875.04  yaw=0.0
[Ess] [GRID] 233  x=2847.89  y=-15.27  z=-874.14  yaw=0.0
[Ess] [GRID] 234  x=2841.23  y=-14.23  z=-867.77  yaw=0.0
[Ess] [GRID] 235  x=2836.64  y=-13.10  z=-856.25  yaw=0.0
[Ess] [GRID] 236  x=2838.56  y=-12.89  z=-850.52  yaw=0.0
[Ess] [GRID] 237  x=2831.26  y=-13.85  z=-833.84  yaw=0.0
[Ess] [GRID] 238  x=2840.79  y=-13.97  z=-835.82  yaw=0.0
[Ess] [GRID] 239  x=2840.89  y=-13.96  z=-827.33  yaw=0.0
[Ess] [GRID] 240  x=2840.86  y=-8.27  z=-819.44  yaw=0.0
[Ess] [GRID] 241  x=2840.32  y=-13.77  z=-811.53  yaw=0.0
[Ess] [GRID] 242  x=2842.20  y=-12.79  z=-800.29  yaw=0.0
[Ess] [gridprobe] read 242 probe(s), cleaned up.
[Ess] [FOOT] 107  x=2780.97  y=-13.97  z=-848.00  yaw=159.0
[Ess] [FOOT] 108  x=2781.28  y=-13.97  z=-849.40  yaw=166.8
[Ess] [FOOT] 109  x=2781.66  y=-13.97  z=-850.90  yaw=166.8
[Ess] [FOOT] 110  x=2782.20  y=-13.97  z=-853.09  yaw=166.8
[Ess] [FOOT] 111  x=2782.80  y=-13.96  z=-855.49  yaw=166.8
[Ess] [FOOT] 112  x=2783.45  y=-13.96  z=-857.94  yaw=163.7
[Ess] [FOOT] 113  x=2784.19  y=-13.97  z=-860.46  yaw=163.7
[Ess] [FOOT] 114  x=2784.91  y=-13.97  z=-862.94  yaw=163.7
[Ess] [FOOT] 115  x=2785.65  y=-13.97  z=-865.45  yaw=163.7
[Ess] [FOOT] 116  x=2786.63  y=-13.97  z=-867.79  yaw=154.0
[Ess] [FOOT] 117  x=2787.83  y=-13.97  z=-870.07  yaw=147.2
[Ess] [FOOT] 118  x=2788.59  y=-13.97  z=-872.31  yaw=172.5
[Ess] [FOOT] 119  x=2788.58  y=-13.97  z=-874.77  yaw=-170.2
[Ess] [FOOT] 120  x=2788.98  y=-13.97  z=-877.31  yaw=173.1
[Ess] [FOOT] 121  x=2789.29  y=-13.97  z=-879.96  yaw=173.1
[Ess] [FOOT] 122  x=2789.59  y=-13.97  z=-882.54  yaw=173.1
[Ess] [FOOT] 123  x=2789.80  y=-13.97  z=-885.15  yaw=178.7
[Ess] [FOOT] 124  x=2789.59  y=-13.97  z=-887.73  yaw=-173.3
[Ess] [FOOT] 125  x=2789.26  y=-13.97  z=-890.31  yaw=-173.3
[Ess] [FOOT] 126  x=2789.16  y=-13.97  z=-892.92  yaw=179.8
[Ess] [FOOT] 127  x=2789.27  y=-13.97  z=-895.51  yaw=175.3
[Ess] [FOOT] 128  x=2789.54  y=-13.97  z=-898.12  yaw=174.6
[Ess] [FOOT] 129  x=2789.67  y=-13.97  z=-900.72  yaw=179.7
[Ess] [FOOT] 130  x=2789.67  y=-13.97  z=-903.36  yaw=179.7
[Ess] [FOOT] 131  x=2789.66  y=-13.96  z=-906.00  yaw=179.7
[Ess] [FOOT] 132  x=2789.66  y=-13.96  z=-908.52  yaw=179.7
[Ess] [FOOT] 133  x=2789.65  y=-13.96  z=-911.12  yaw=179.7
[Ess] [FOOT] 134  x=2789.65  y=-13.96  z=-913.77  yaw=179.7
[Ess] [FOOT] 135  x=2789.67  y=-13.96  z=-916.37  yaw=179.1
[Ess] [FOOT] 136  x=2789.75  y=-13.96  z=-919.01  yaw=178.3
[Ess] [FOOT] 137  x=2789.83  y=-13.92  z=-921.63  yaw=178.3
[Ess] [FOOT] 138  x=2789.83  y=-13.90  z=-924.22  yaw=-176.4
[Ess] [FOOT] 139  x=2789.55  y=-13.88  z=-926.85  yaw=-173.0
[Ess] [FOOT] 140  x=2789.23  y=-13.87  z=-929.43  yaw=-173.0
[Ess] [FOOT] 141  x=2788.90  y=-13.87  z=-932.04  yaw=-173.0
[Ess] [FOOT] 142  x=2787.97  y=-13.87  z=-934.20  yaw=-151.0
[Ess] [FOOT] 143  x=2785.99  y=-13.87  z=-935.76  yaw=-128.8
[Ess] [FOOT] 144  x=2784.31  y=-13.87  z=-937.64  yaw=-144.1
[Ess] [FOOT] 145  x=2783.22  y=-13.88  z=-939.85  yaw=-169.2
[Ess] [FOOT] 146  x=2782.79  y=-13.79  z=-942.32  yaw=-169.2
[Ess] [FOOT] 147  x=2783.88  y=-13.79  z=-944.09  yaw=130.3
