[Ess] Net: DISABLED (Ess.Net.OFF) -- no receiver hijack on NetEventCallback, no wire traffic
[Ess] Net: v0.2.1 ready (EV=5 SLOTS=5 HB=2)
[Ess] registered 'demo_convoy' (Demo: Wreck the Convoy)
[Ess] Contract: loaded (1 contract(s) registered)
[Ess] v0.2.1 ready
[Ess] [roadlog] STARTED -- logging every 0.25s (F11 again to stop)
[Ess] [ROAD] 1  x=2638.71  y=-3.89  z=-1032.05  yaw=131.4
[Ess] [ROAD] 307  x=1307.06  y=-17.97  z=-588.06  yaw=57.1
[Ess] [ROAD] 308  x=1313.49  y=-18.09  z=-583.94  yaw=62.4
[Ess] [ROAD] 309  x=1320.11  y=-18.09  z=-580.29  yaw=61.8
[Ess] [ROAD] 310  x=1326.58  y=-18.09  z=-576.56  yaw=57.2
[Ess] [ROAD] 311  x=1332.79  y=-18.09  z=-572.57  yaw=54.2
[Ess] [ROAD] 312  x=1338.74  y=-18.17  z=-568.35  yaw=53.1
[Ess] [ROAD] 313  x=1344.38  y=-18.35  z=-563.87  yaw=46.2
[Ess] [ROAD] 314  x=1349.69  y=-18.50  z=-558.90  yaw=43.3
[Ess] [ROAD] 315  x=1355.00  y=-18.53  z=-553.08  yaw=38.1
[Ess] [ROAD] 316  x=1359.74  y=-18.39  z=-546.66  yaw=28.4
[Ess] [ROAD] 317  x=1363.57  y=-18.13  z=-539.78  yaw=21.8
[Ess] [ROAD] 318  x=1366.37  y=-17.62  z=-532.56  yaw=14.9
[Ess] [ROAD] 319  x=1368.67  y=-16.59  z=-524.65  yaw=14.6
[Ess] [ROAD] 320  x=1370.90  y=-15.05  z=-516.13  yaw=12.9
[Ess] [ROAD] 321  x=1372.82  y=-13.33  z=-507.21  yaw=9.8
[Ess] [ROAD] 322  x=1374.29  y=-11.81  z=-498.28  yaw=4.3
[Ess] [ROAD] 323  x=1374.94  y=-10.66  z=-489.47  yaw=0.2
[Ess] [ROAD] 324  x=1375.10  y=-9.56  z=-480.60  yaw=-0.1
[Ess] [ROAD] 325  x=1375.14  y=-8.53  z=-471.77  yaw=0.8
[Ess] [ROAD] 326  x=1375.55  y=-7.48  z=-462.25  yaw=5.5
[Ess] [ROAD] 327  x=1376.04  y=-6.48  z=-452.47  yaw=-0.4
[Ess] [ROAD] 328  x=1376.07  y=-5.62  z=-443.25  yaw=-1.1
[Ess] [ROAD] 329  x=1375.93  y=-4.82  z=-433.61  yaw=-1.2
[Ess] [ROAD] 330  x=1375.75  y=-4.12  z=-424.14  yaw=-1.2
[Ess] [ROAD] 331  x=1375.54  y=-3.53  z=-414.64  yaw=-2.0
[Ess] [ROAD] 332  x=1375.05  y=-3.12  z=-405.30  yaw=-5.4
[Ess] [ROAD] 333  x=1374.26  y=-3.14  z=-396.00  yaw=-5.6
[Ess] [ROAD] 334  x=1373.38  y=-3.14  z=-386.77  yaw=-5.6
[Ess] [ROAD] 335  x=1372.54  y=-3.21  z=-377.71  yaw=-3.0
[Ess] [ROAD] 336  x=1372.36  y=-3.49  z=-368.71  yaw=3.9
[Ess] [ROAD] 337  x=1372.78  y=-3.84  z=-359.81  yaw=3.3
[Ess] [ROAD] 338  x=1372.99  y=-4.28  z=-351.01  yaw=-1.8
[Ess] [ROAD] 339  x=1372.82  y=-4.80  z=-342.35  yaw=-2.2
[Ess] [ROAD] 340  x=1372.53  y=-5.37  z=-333.69  yaw=-2.1
[Ess] [ROAD] 341  x=1372.22  y=-5.96  z=-325.06  yaw=-2.1
[Ess] [ROAD] 342  x=1371.91  y=-6.58  z=-316.60  yaw=-2.1
[Ess] [ROAD] 343  x=1371.59  y=-7.23  z=-308.08  yaw=-2.1
[Ess] [ROAD] 344  x=1371.26  y=-7.97  z=-299.13  yaw=-2.1
[Ess] [ROAD] 345  x=1370.74  y=-8.82  z=-289.46  yaw=-6.6
[Ess] [ROAD] 346  x=1369.65  y=-9.80  z=-279.26  yaw=-7.7
[Ess] [ROAD] 347  x=1368.30  y=-10.88  z=-268.99  yaw=-8.8
[Ess] [ROAD] 348  x=1366.58  y=-12.05  z=-258.70  yaw=-11.6
[Ess] [ROAD] 349  x=1364.34  y=-13.34  z=-248.46  yaw=-16.2
[Ess] [ROAD] 350  x=1361.38  y=-14.75  z=-238.41  yaw=-20.3
[Ess] [ROAD] 351  x=1357.79  y=-16.24  z=-228.60  yaw=-23.7
[Ess] [ROAD] 352  x=1353.50  y=-17.77  z=-219.09  yaw=-27.8
[Ess] [ROAD] 353  x=1348.54  y=-19.33  z=-209.92  yaw=-33.0
[Ess] [ROAD] 354  x=1342.82  y=-20.86  z=-201.24  yaw=-39.1
[Ess] [ROAD] 355  x=1336.40  y=-22.34  z=-193.04  yaw=-40.3
[Ess] [ROAD] 356  x=1329.91  y=-23.73  z=-184.85  yaw=-34.7
[Ess] [ROAD] 357  x=1324.05  y=-24.98  z=-176.13  yaw=-29.1
[Ess] [ROAD] 358  x=1318.99  y=-26.21  z=-167.04  yaw=-25.0
[Ess] [ROAD] 359  x=1314.55  y=-27.53  z=-157.62  yaw=-22.9
[Ess] [ROAD] 360  x=1310.19  y=-28.97  z=-148.18  yaw=-28.0
[Ess] [ROAD] 361  x=1305.74  y=-30.32  z=-139.33  yaw=-24.1
[Ess] [ROAD] 362  x=1301.94  y=-31.50  z=-130.15  yaw=-17.4
[Ess] [ROAD] 363  x=1298.43  y=-32.57  z=-120.55  yaw=-22.0
[Ess] [ROAD] 364  x=1294.98  y=-33.20  z=-111.06  yaw=-14.2
[Ess] [ROAD] 365  x=1292.67  y=-33.53  z=-101.49  yaw=-8.0
[Ess] [ROAD] 366  x=1291.12  y=-33.59  z=-91.84  yaw=-7.5
[Ess] [ROAD] 367  x=1290.09  y=-33.51  z=-82.18  yaw=-1.2
[Ess] [ROAD] 368  x=1289.83  y=-33.25  z=-72.70  yaw=3.2
[Ess] [ROAD] 369  x=1290.19  y=-32.95  z=-63.76  yaw=2.0
[Ess] [ROAD] 370  x=1290.22  y=-32.53  z=-54.22  yaw=-3.5
[Ess] [ROAD] 371  x=1289.75  y=-32.08  z=-44.69  yaw=-3.8
[Ess] [ROAD] 372  x=1289.13  y=-31.61  z=-35.00  yaw=-4.5
[Ess] [ROAD] 373  x=1288.08  y=-31.16  z=-24.71  yaw=-8.6
[Ess] [ROAD] 374  x=1286.61  y=-30.78  z=-14.34  yaw=-8.8
[Ess] [ROAD] 375  x=1284.90  y=-30.47  z=-3.89  yaw=-10.9
[Ess] [ROAD] 376  x=1283.05  y=-30.14  z=5.98  yaw=-11.2
[Ess] [ROAD] 377  x=1281.03  y=-29.77  z=16.09  yaw=-12.9
[Ess] [ROAD] 378  x=1278.70  y=-29.38  z=26.32  yaw=-13.7
[Ess] [ROAD] 379  x=1276.25  y=-28.99  z=36.52  yaw=-13.7
[Ess] [ROAD] 380  x=1273.89  y=-28.63  z=46.26  yaw=-13.7
[Ess] [ROAD] 381  x=1271.54  y=-28.28  z=55.96  yaw=-13.6
[Ess] [ROAD] 382  x=1269.08  y=-27.96  z=66.09  yaw=-13.6
[Ess] [ROAD] 383  x=1266.61  y=-27.68  z=76.26  yaw=-13.6
[Ess] [ROAD] 384  x=1264.12  y=-27.45  z=86.54  yaw=-13.6
[Ess] [ROAD] 385  x=1261.65  y=-27.39  z=96.72  yaw=-13.6
[Ess] [ROAD] 386  x=1259.31  y=-27.40  z=106.42  yaw=-13.6
[Ess] [ROAD] 387  x=1256.89  y=-27.40  z=116.42  yaw=-13.6
[Ess] [ROAD] 388  x=1254.40  y=-27.39  z=126.72  yaw=-13.6
[Ess] [ROAD] 389  x=1251.96  y=-27.38  z=136.84  yaw=-13.6
[Ess] [ROAD] 390  x=1249.48  y=-27.36  z=147.13  yaw=-13.5
[Ess] [ROAD] 391  x=1247.14  y=-27.35  z=157.33  yaw=-10.7
[Ess] [ROAD] 392  x=1245.31  y=-27.33  z=167.54  yaw=-6.6
[Ess] [ROAD] 393  x=1244.11  y=-27.31  z=178.01  yaw=-4.0
[Ess] [ROAD] 394  x=1243.11  y=-27.30  z=187.89  yaw=-8.2
[Ess] [ROAD] 395  x=1241.70  y=-27.28  z=198.23  yaw=-8.7
[Ess] [ROAD] 396  x=1240.16  y=-27.27  z=208.55  yaw=-8.7
[Ess] [ROAD] 397  x=1238.59  y=-27.25  z=218.87  yaw=-8.7
[Ess] [ROAD] 398  x=1237.01  y=-27.23  z=229.27  yaw=-8.6
[Ess] [ROAD] 399  x=1235.43  y=-27.22  z=239.63  yaw=-8.6
[Ess] [ROAD] 400  x=1233.87  y=-27.20  z=250.02  yaw=-7.4
[Ess] [ROAD] 401  x=1232.79  y=-27.19  z=260.63  yaw=-2.1
[Ess] [ROAD] 402  x=1232.36  y=-27.19  z=270.78  yaw=-0.2
[Ess] [ROAD] 403  x=1232.30  y=-27.19  z=281.30  yaw=1.2
[Ess] [ROAD] 404  x=1232.50  y=-27.21  z=291.66  yaw=2.0
[Ess] [ROAD] 405  x=1232.86  y=-27.22  z=302.00  yaw=2.7
[Ess] [ROAD] 406  x=1233.34  y=-27.24  z=312.33  yaw=3.1
[Ess] [ROAD] 407  x=1233.89  y=-27.27  z=322.66  yaw=3.4
[Ess] [ROAD] 408  x=1234.49  y=-27.29  z=333.02  yaw=3.5
[Ess] [ROAD] 409  x=1235.14  y=-27.31  z=343.43  yaw=3.7
[Ess] [ROAD] 410  x=1235.81  y=-27.33  z=353.79  yaw=3.8
[Ess] [ROAD] 411  x=1236.50  y=-27.35  z=364.35  yaw=3.8
[Ess] [ROAD] 412  x=1237.24  y=-27.36  z=374.70  yaw=5.6
[Ess] [ROAD] 413  x=1238.52  y=-27.38  z=385.13  yaw=11.9
[Ess] [ROAD] 414  x=1240.67  y=-27.40  z=395.28  yaw=16.3
[Ess] [ROAD] 415  x=1243.78  y=-27.41  z=405.26  yaw=23.7
[Ess] [ROAD] 416  x=1247.97  y=-27.42  z=414.72  yaw=29.2
[Ess] [ROAD] 417  x=1252.62  y=-27.43  z=424.04  yaw=23.9
[Ess] [ROAD] 418  x=1256.71  y=-27.43  z=433.09  yaw=23.0
[Ess] [ROAD] 419  x=1260.66  y=-27.43  z=442.28  yaw=23.0
[Ess] [ROAD] 420  x=1264.58  y=-27.43  z=451.76  yaw=21.2
[Ess] [ROAD] 421  x=1268.43  y=-27.41  z=461.62  yaw=20.1
[Ess] [ROAD] 422  x=1271.90  y=-27.39  z=471.47  yaw=17.1
[Ess] [ROAD] 423  x=1274.82  y=-27.37  z=481.45  yaw=13.0
[Ess] [ROAD] 424  x=1277.20  y=-27.35  z=491.59  yaw=9.8
[Ess] [ROAD] 425  x=1278.93  y=-27.33  z=501.88  yaw=5.9
[Ess] [ROAD] 426  x=1280.08  y=-27.31  z=511.93  yaw=6.3
[Ess] [ROAD] 427  x=1281.51  y=-27.30  z=522.19  yaw=12.0
[Ess] [ROAD] 428  x=1283.46  y=-27.30  z=532.41  yaw=9.5
[Ess] [ROAD] 429  x=1285.17  y=-27.30  z=542.75  yaw=8.1
[Ess] [ROAD] 430  x=1286.64  y=-27.30  z=552.99  yaw=6.4
[Ess] [ROAD] 431  x=1287.53  y=-27.31  z=563.34  yaw=0.9
[Ess] [ROAD] 432  x=1287.84  y=-27.32  z=573.73  yaw=0.5
[Ess] [ROAD] 433  x=1287.98  y=-27.33  z=584.10  yaw=0.6
[Ess] [ROAD] 434  x=1288.09  y=-27.34  z=594.47  yaw=0.6
[Ess] [ROAD] 435  x=1288.20  y=-27.35  z=604.87  yaw=0.6
[Ess] [ROAD] 436  x=1288.31  y=-27.37  z=614.90  yaw=0.6
[Ess] [ROAD] 437  x=1288.43  y=-27.38  z=625.36  yaw=0.6
[Ess] [ROAD] 438  x=1288.54  y=-27.39  z=635.73  yaw=0.6
[Ess] [ROAD] 439  x=1288.69  y=-27.41  z=646.07  yaw=2.0
[Ess] [ROAD] 440  x=1289.05  y=-27.42  z=656.02  yaw=3.2
[Ess] [ROAD] 441  x=1289.59  y=-27.44  z=666.29  yaw=3.3
[Ess] [ROAD] 442  x=1290.24  y=-27.45  z=676.68  yaw=6.3
[Ess] [ROAD] 443  x=1291.91  y=-27.46  z=686.81  yaw=21.1
[Ess] [ROAD] 444  x=1295.63  y=-27.47  z=695.83  yaw=33.3
[Ess] [ROAD] 445  x=1300.21  y=-27.48  z=704.18  yaw=26.7
[Ess] [ROAD] 446  x=1304.96  y=-27.48  z=712.41  yaw=37.5
[Ess] [ROAD] 447  x=1310.54  y=-27.49  z=718.99  yaw=56.5
[Ess] [ROAD] 448  x=1317.56  y=-27.49  z=723.48  yaw=72.7
[Ess] [ROAD] 449  x=1325.06  y=-27.49  z=726.18  yaw=79.6
[Ess] [ROAD] 450  x=1332.79  y=-27.49  z=727.79  yaw=82.4
[Ess] [ROAD] 451  x=1340.37  y=-27.49  z=728.93  yaw=82.4
[Ess] [ROAD] 452  x=1347.94  y=-27.49  z=730.15  yaw=69.7
[Ess] [ROAD] 453  x=1354.77  y=-27.48  z=732.13  yaw=44.5
[Ess] [ROAD] 454  x=1358.73  y=-27.49  z=734.96  yaw=23.1
[Ess] [ROAD] 455  x=1361.37  y=-27.49  z=737.95  yaw=-0.9
[Ess] [ROAD] 456  x=1363.06  y=-27.49  z=740.65  yaw=-19.6
[Ess] [ROAD] 457  x=1364.08  y=-27.49  z=742.78  yaw=-30.2
[Ess] [ROAD] 458  x=1364.72  y=-27.49  z=744.26  yaw=-35.0
[Ess] [ROAD] 459  x=1365.70  y=-27.48  z=743.44  yaw=-34.5
[Ess] [ROAD] 460  x=1366.85  y=-27.48  z=741.55  yaw=-46.1
[Ess] [ROAD] 461  x=1368.29  y=-27.49  z=739.62  yaw=-62.9
[Ess] [ROAD] 462  x=1369.39  y=-27.49  z=738.80  yaw=-73.1
[Ess] [ROAD] 463  x=1367.51  y=-27.48  z=739.42  yaw=-72.1
[Ess] [ROAD] 464  x=1364.36  y=-27.48  z=740.20  yaw=-83.0
[Ess] [ROAD] 465  x=1359.67  y=-27.48  z=740.82  yaw=-86.8
[Ess] [ROAD] 466  x=1353.79  y=-27.49  z=741.10  yaw=-90.9
[Ess] [ROAD] 467  x=1346.76  y=-27.49  z=741.11  yaw=-91.0
[Ess] [ROAD] 468  x=1339.02  y=-27.49  z=741.01  yaw=-90.9
[Ess] [ROAD] 469  x=1330.83  y=-27.49  z=740.89  yaw=-90.9
[Ess] [ROAD] 470  x=1323.12  y=-27.48  z=740.77  yaw=-90.8
[Ess] [ROAD] 471  x=1316.40  y=-27.49  z=740.88  yaw=-82.3
[Ess] [ROAD] 472  x=1310.32  y=-27.49  z=741.97  yaw=-68.4
[Ess] [ROAD] 473  x=1304.75  y=-27.49  z=744.11  yaw=-57.6
[Ess] [ROAD] 474  x=1300.13  y=-27.49  z=747.23  yaw=-39.3
[Ess] [ROAD] 475  x=1296.93  y=-27.49  z=751.47  yaw=-16.3
[Ess] [ROAD] 476  x=1295.32  y=-27.64  z=756.50  yaw=5.7
[Ess] [ROAD] 477  x=1295.76  y=-27.90  z=761.80  yaw=24.9
[Ess] [ROAD] 478  x=1298.09  y=-28.22  z=766.85  yaw=37.6
[Ess] [ROAD] 479  x=1301.31  y=-28.55  z=772.21  yaw=25.6
[Ess] [ROAD] 480  x=1304.21  y=-28.91  z=778.46  yaw=21.6
[Ess] [ROAD] 481  x=1307.35  y=-29.42  z=785.06  yaw=32.6
[Ess] [ROAD] 482  x=1311.97  y=-29.94  z=791.93  yaw=43.2
[Ess] [ROAD] 483  x=1318.29  y=-30.47  z=798.30  yaw=56.4
[Ess] [ROAD] 484  x=1326.13  y=-30.93  z=803.48  yaw=66.1
[Ess] [ROAD] 485  x=1334.77  y=-31.39  z=807.40  yaw=72.1
[Ess] [ROAD] 486  x=1344.43  y=-31.83  z=811.04  yaw=68.2
[Ess] [ROAD] 487  x=1354.16  y=-32.22  z=814.89  yaw=67.8
[Ess] [ROAD] 488  x=1363.87  y=-32.55  z=818.85  yaw=66.7
[Ess] [ROAD] 489  x=1373.08  y=-32.79  z=822.90  yaw=63.8
[Ess] [ROAD] 490  x=1382.10  y=-32.96  z=827.60  yaw=58.2
[Ess] [ROAD] 491  x=1389.94  y=-33.07  z=832.27  yaw=57.8
[Ess] [ROAD] 492  x=1397.14  y=-33.18  z=836.78  yaw=56.3
[Ess] [ROAD] 493  x=1404.33  y=-33.24  z=841.63  yaw=54.2
[Ess] [ROAD] 494  x=1411.32  y=-33.22  z=846.57  yaw=55.9
[Ess] [ROAD] 495  x=1418.62  y=-33.04  z=851.01  yaw=65.4
[Ess] [ROAD] 496  x=1425.79  y=-32.69  z=854.56  yaw=64.1
[Ess] [ROAD] 497  x=1433.24  y=-32.08  z=858.29  yaw=65.1
[Ess] [ROAD] 498  x=1440.35  y=-31.19  z=861.08  yaw=81.9
[Ess] [ROAD] 499  x=1446.76  y=-30.15  z=862.23  yaw=87.4
[Ess] [ROAD] 500  x=1453.94  y=-28.86  z=862.71  yaw=90.4
[Ess] [ROAD] 501  x=1458.17  y=-28.05  z=862.78  yaw=64.2
[Ess] [ROAD] 502  x=1461.55  y=-27.44  z=863.51  yaw=66.9
[Ess] [ROAD] 503  x=1464.82  y=-26.87  z=864.49  yaw=72.2
[Ess] [ROAD] 504  x=1468.05  y=-26.32  z=865.38  yaw=77.0
[Ess] [ROAD] 505  x=1471.21  y=-25.77  z=865.99  yaw=83.3
[Ess] [ROAD] 506  x=1474.60  y=-25.25  z=866.39  yaw=86.9
[Ess] [ROAD] 507  x=1478.17  y=-24.74  z=866.56  yaw=90.8
[Ess] [ROAD] 508  x=1481.49  y=-24.25  z=866.62  yaw=97.5
[Ess] [ROAD] 509  x=1484.74  y=-24.00  z=866.22  yaw=103.3
[Ess] [ROAD] 510  x=1487.65  y=-24.07  z=865.67  yaw=108.7
[Ess] [ROAD] 511  x=1490.82  y=-24.15  z=864.93  yaw=109.5
[Ess] [ROAD] 512  x=1493.79  y=-24.12  z=864.01  yaw=109.5
[Ess] [ROAD] 513  x=1496.87  y=-24.16  z=862.94  yaw=109.6
[Ess] [ROAD] 514  x=1500.36  y=-24.19  z=861.81  yaw=103.9
[Ess] [ROAD] 515  x=1504.58  y=-24.19  z=860.85  yaw=98.9
[Ess] [ROAD] 516  x=1509.19  y=-24.20  z=860.16  yaw=94.8
[Ess] [ROAD] 517  x=1513.81  y=-24.20  z=859.70  yaw=94.2
[Ess] [ROAD] 518  x=1518.77  y=-24.21  z=859.30  yaw=94.2
[Ess] [ROAD] 519  x=1524.55  y=-24.18  z=858.86  yaw=94.2
[Ess] [ROAD] 520  x=1530.87  y=-24.22  z=858.40  yaw=94.1
[Ess] [ROAD] 521  x=1537.74  y=-24.23  z=857.91  yaw=94.1
[Ess] [ROAD] 522  x=1544.72  y=-24.24  z=857.41  yaw=94.1
[Ess] [ROAD] 523  x=1551.93  y=-24.24  z=856.89  yaw=94.1
[Ess] [ROAD] 524  x=1559.41  y=-24.24  z=856.42  yaw=91.6
[Ess] [ROAD] 525  x=1567.23  y=-24.26  z=856.18  yaw=90.5
[Ess] [ROAD] 526  x=1575.80  y=-24.29  z=856.07  yaw=90.5
[Ess] [ROAD] 527  x=1584.80  y=-24.29  z=855.98  yaw=90.5
[Ess] [ROAD] 528  x=1594.66  y=-24.29  z=856.02  yaw=88.1
[Ess] [ROAD] 529  x=1605.02  y=-24.29  z=856.31  yaw=87.9
[Ess] [ROAD] 530  x=1614.92  y=-24.29  z=856.65  yaw=87.9
[Ess] [ROAD] 531  x=1625.45  y=-24.30  z=857.03  yaw=87.9
[Ess] [ROAD] 532  x=1635.92  y=-24.30  z=857.41  yaw=87.9
[Ess] [ROAD] 533  x=1646.60  y=-24.30  z=857.79  yaw=87.9
[Ess] [ROAD] 534  x=1657.11  y=-24.31  z=858.17  yaw=88.0
[Ess] [ROAD] 535  x=1667.32  y=-24.31  z=858.54  yaw=88.0
[Ess] [ROAD] 536  x=1677.67  y=-24.32  z=858.91  yaw=88.0
[Ess] [ROAD] 537  x=1688.20  y=-24.17  z=859.29  yaw=88.0
[Ess] [ROAD] 538  x=1698.61  y=-24.23  z=859.65  yaw=88.0
[Ess] [ROAD] 539  x=1709.00  y=-24.33  z=859.99  yaw=89.6
[Ess] [ROAD] 540  x=1718.81  y=-24.32  z=859.81  yaw=95.1
[Ess] [ROAD] 541  x=1729.17  y=-24.28  z=859.04  yaw=95.6
[Ess] [ROAD] 542  x=1739.32  y=-24.25  z=858.09  yaw=95.5
[Ess] [ROAD] 543  x=1748.72  y=-24.24  z=857.18  yaw=95.5
[Ess] [ROAD] 544  x=1757.45  y=-24.31  z=856.35  yaw=95.6
[Ess] [ROAD] 545  x=1764.61  y=-24.30  z=855.65  yaw=95.6
[Ess] [ROAD] 546  x=1770.50  y=-24.29  z=854.98  yaw=100.3
[Ess] [ROAD] 547  x=1775.88  y=-24.29  z=853.87  yaw=106.8
[Ess] [ROAD] 548  x=1781.02  y=-24.29  z=852.24  yaw=115.3
[Ess] [ROAD] 549  x=1785.89  y=-24.29  z=849.56  yaw=133.8
[Ess] [ROAD] 550  x=1789.54  y=-24.28  z=845.79  yaw=155.4
[Ess] [ROAD] 551  x=1791.51  y=-24.21  z=841.13  yaw=177.7
[Ess] [ROAD] 552  x=1791.75  y=-24.09  z=836.00  yaw=-166.0
[Ess] [ROAD] 553  x=1790.73  y=-23.96  z=830.54  yaw=-165.6
[Ess] [ROAD] 554  x=1789.60  y=-23.78  z=824.46  yaw=-173.4
[Ess] [ROAD] 555  x=1788.73  y=-23.48  z=817.77  yaw=-174.0
[Ess] [ROAD] 556  x=1787.92  y=-22.98  z=810.38  yaw=-173.9
[Ess] [ROAD] 557  x=1787.06  y=-22.15  z=802.39  yaw=-173.8
[Ess] [ROAD] 558  x=1786.17  y=-20.70  z=794.21  yaw=-173.9
[Ess] [ROAD] 559  x=1785.30  y=-18.71  z=786.19  yaw=-173.9
[Ess] [ROAD] 560  x=1784.49  y=-16.89  z=778.74  yaw=-173.8
[Ess] [ROAD] 561  x=1783.78  y=-15.64  z=772.14  yaw=-173.8
[Ess] [ROAD] 562  x=1783.21  y=-15.19  z=766.94  yaw=-173.8
[Ess] [ROAD] 563  x=1782.75  y=-15.20  z=762.71  yaw=-173.8
[Ess] [ROAD] 564  x=1782.31  y=-15.20  z=758.58  yaw=-173.8
[Ess] [ROAD] 565  x=1781.78  y=-15.20  z=754.54  yaw=-169.1
[Ess] [ROAD] 566  x=1780.76  y=-15.20  z=750.65  yaw=-155.1
[Ess] [ROAD] 567  x=1778.84  y=-15.20  z=747.14  yaw=-135.7
[Ess] [ROAD] 568  x=1775.90  y=-15.20  z=744.11  yaw=-123.7
[Ess] [ROAD] 569  x=1772.62  y=-15.20  z=741.64  yaw=-121.8
[Ess] [ROAD] 570  x=1769.21  y=-15.29  z=739.60  yaw=-113.3
[Ess] [ROAD] 571  x=1765.36  y=-15.54  z=738.24  yaw=-96.4
[Ess] [ROAD] 572  x=1760.98  y=-15.80  z=737.92  yaw=-80.6
[Ess] [ROAD] 573  x=1756.29  y=-16.17  z=738.72  yaw=-69.6
[Ess] [ROAD] 574  x=1751.35  y=-16.57  z=740.45  yaw=-66.5
[Ess] [ROAD] 575  x=1745.79  y=-17.09  z=742.32  yaw=-78.7
[Ess] [ROAD] 576  x=1739.75  y=-17.69  z=743.36  yaw=-90.8
[Ess] [ROAD] 577  x=1733.66  y=-18.38  z=743.44  yaw=-94.7
[Ess] [ROAD] 578  x=1727.07  y=-19.13  z=743.05  yaw=-94.7
[Ess] [ROAD] 579  x=1719.79  y=-20.03  z=742.46  yaw=-96.5
[Ess] [ROAD] 580  x=1712.38  y=-20.97  z=741.47  yaw=-100.9
[Ess] [ROAD] 581  x=1704.97  y=-21.92  z=740.15  yaw=-101.2
[Ess] [ROAD] 582  x=1697.71  y=-22.85  z=738.92  yaw=-97.0
[Ess] [ROAD] 583  x=1690.47  y=-23.74  z=737.96  yaw=-96.3
[Ess] [ROAD] 584  x=1683.36  y=-24.55  z=737.13  yaw=-96.3
[Ess] [ROAD] 585  x=1676.22  y=-25.34  z=736.28  yaw=-99.2
[Ess] [ROAD] 586  x=1669.40  y=-26.02  z=734.96  yaw=-106.2
[Ess] [ROAD] 587  x=1662.99  y=-26.57  z=733.24  yaw=-108.0
[Ess] [ROAD] 588  x=1656.64  y=-27.05  z=731.06  yaw=-113.1
[Ess] [ROAD] 589  x=1650.42  y=-27.36  z=728.54  yaw=-113.6
[Ess] [ROAD] 590  x=1644.56  y=-27.51  z=725.96  yaw=-117.5
[Ess] [ROAD] 591  x=1638.86  y=-27.48  z=722.83  yaw=-125.5
[Ess] [ROAD] 592  x=1634.31  y=-27.48  z=719.38  yaw=-138.3
[Ess] [ROAD] 593  x=1631.49  y=-27.49  z=716.16  yaw=-144.2
[Ess] [ROAD] 594  x=1629.30  y=-27.49  z=712.77  yaw=-157.0
[Ess] [ROAD] 595  x=1627.65  y=-27.49  z=708.95  yaw=-163.0
[Ess] [ROAD] 596  x=1626.40  y=-27.49  z=704.43  yaw=-173.9
[Ess] [ROAD] 597  x=1625.90  y=-27.49  z=699.18  yaw=177.0
[Ess] [ROAD] 598  x=1626.17  y=-27.49  z=693.46  yaw=171.7
[Ess] [ROAD] 599  x=1627.07  y=-27.49  z=687.48  yaw=166.9
[Ess] [ROAD] 600  x=1628.51  y=-27.49  z=680.69  yaw=167.3
[Ess] [ROAD] 601  x=1629.80  y=-27.49  z=673.85  yaw=172.5
[Ess] [ROAD] 602  x=1630.79  y=-27.49  z=666.93  yaw=173.0
[Ess] [ROAD] 603  x=1631.67  y=-27.49  z=660.13  yaw=173.0
[Ess] [ROAD] 604  x=1632.51  y=-27.49  z=653.14  yaw=174.6
[Ess] [ROAD] 605  x=1632.90  y=-27.49  z=646.38  yaw=-177.4
[Ess] [ROAD] 606  x=1632.66  y=-27.49  z=639.68  yaw=-172.1
[Ess] [ROAD] 607  x=1631.77  y=-27.49  z=632.91  yaw=-167.0
[Ess] [ROAD] 608  x=1630.11  y=-27.49  z=626.28  yaw=-159.9
[Ess] [ROAD] 609  x=1627.68  y=-27.49  z=619.42  yaw=-156.9
[Ess] [ROAD] 610  x=1624.55  y=-27.49  z=612.01  yaw=-154.7
[Ess] [ROAD] 611  x=1621.09  y=-27.49  z=604.44  yaw=-157.7
[Ess] [ROAD] 612  x=1618.21  y=-27.49  z=596.95  yaw=-163.3
[Ess] [ROAD] 613  x=1615.78  y=-27.49  z=589.20  yaw=-166.3
[Ess] [ROAD] 614  x=1613.92  y=-27.49  z=581.77  yaw=-168.1
[Ess] [ROAD] 615  x=1612.24  y=-27.49  z=574.16  yaw=-168.8
[Ess] [ROAD] 616  x=1610.95  y=-27.49  z=566.41  yaw=-175.2
[Ess] [ROAD] 617  x=1610.17  y=-27.49  z=558.73  yaw=-175.3
[Ess] [ROAD] 618  x=1609.17  y=-27.49  z=551.49  yaw=-163.7
[Ess] [ROAD] 619  x=1606.79  y=-27.49  z=544.70  yaw=-144.3
[Ess] [ROAD] 620  x=1603.22  y=-27.49  z=539.19  yaw=-138.6
[Ess] [ROAD] 621  x=1599.08  y=-27.49  z=534.24  yaw=-134.3
[Ess] [ROAD] 622  x=1594.13  y=-27.48  z=529.85  yaw=-119.1
[Ess] [ROAD] 623  x=1588.29  y=-27.49  z=526.71  yaw=-104.7
[Ess] [ROAD] 624  x=1581.45  y=-27.49  z=524.99  yaw=-91.1
[Ess] [ROAD] 625  x=1573.72  y=-27.49  z=524.27  yaw=-94.8
[Ess] [ROAD] 626  x=1565.33  y=-27.49  z=523.51  yaw=-95.9
[Ess] [ROAD] 627  x=1556.82  y=-27.49  z=522.66  yaw=-95.9
[Ess] [ROAD] 628  x=1547.33  y=-27.49  z=521.44  yaw=-101.5
