[Ess] [TERRAIN] 1  x=2545.82  y=-29.28  z=-911.76
[Ess] [TERRAIN] 9956  x=-446.00  y=211.65  z=-3698.00
[Ess] [TERRAIN] 9957  x=-430.00  y=213.52  z=-3698.00
[Ess] [TERRAIN] 9958  x=-414.00  y=213.36  z=-3698.00
[Ess] [TERRAIN] 9959  x=-398.00  y=210.31  z=-3698.00
[Ess] [TERRAIN] 9960  x=-382.00  y=206.12  z=-3698.00
[Ess] [TERRAIN] 9961  x=-366.00  y=200.34  z=-3698.00
[Ess] [TERRAIN] 9962  x=-350.00  y=195.38  z=-3698.00
[Ess] [TERRAIN] 9963  x=-334.00  y=192.36  z=-3698.00
[Ess] [TERRAIN] 9964  x=-318.00  y=191.40  z=-3698.00
[Ess] [TERRAIN] 9965  x=-302.00  y=191.83  z=-3698.00
[Ess] [TERRAIN] 9966  x=-286.00  y=191.99  z=-3698.00
[Ess] [TERRAIN] 9967  x=-270.00  y=191.89  z=-3698.00
[Ess] [TERRAIN] 9968  x=-254.00  y=193.03  z=-3698.00
[Ess] [TERRAIN] 9969  x=-238.00  y=193.42  z=-3698.00
[Ess] [TERRAIN] 9970  x=-222.00  y=191.62  z=-3698.00
[Ess] [TERRAIN] 9971  x=-206.00  y=189.71  z=-3698.00
[Ess] [TERRAIN] 9972  x=-190.00  y=186.78  z=-3698.00
[Ess] [TERRAIN] 9973  x=-174.00  y=182.85  z=-3698.00
[Ess] [TERRAIN] 9974  x=-158.00  y=179.33  z=-3698.00
[Ess] [TERRAIN] 9975  x=-142.00  y=179.84  z=-3698.00
[Ess] [TERRAIN] 9976  x=-126.00  y=181.99  z=-3698.00
[Ess] [TERRAIN] 9977  x=-110.00  y=180.91  z=-3698.00
[Ess] [TERRAIN] 9978  x=-94.00  y=178.03  z=-3698.00
[Ess] [TERRAIN] 9979  x=-78.00  y=169.52  z=-3698.00
[Ess] [TERRAIN] 9980  x=-62.00  y=160.35  z=-3698.00
[Ess] [TERRAIN] 9981  x=-46.00  y=154.38  z=-3698.00
[Ess] [TERRAIN] 9982  x=-30.00  y=150.20  z=-3698.00
[Ess] [TERRAIN] 9983  x=-14.00  y=150.19  z=-3698.00
[Ess] [TERRAIN] 9984  x=2.00  y=150.94  z=-3698.00
[Ess] [TERRAIN] 9985  x=18.00  y=151.29  z=-3698.00
[Ess] [TERRAIN] 9986  x=34.00  y=148.06  z=-3698.00
[Ess] [TERRAIN] 9987  x=50.00  y=143.26  z=-3698.00
[Ess] [TERRAIN] 9988  x=66.00  y=141.09  z=-3698.00
[Ess] [TERRAIN] 9989  x=82.00  y=144.58  z=-3698.00
[Ess] [TERRAIN] 9990  x=98.00  y=152.82  z=-3698.00
[Ess] [TERRAIN] 9991  x=114.00  y=166.67  z=-3698.00
[Ess] [TERRAIN] 9992  x=130.00  y=182.97  z=-3698.00
[Ess] [TERRAIN] 9993  x=146.00  y=188.02  z=-3698.00
[Ess] [TERRAIN] 9994  x=162.00  y=176.12  z=-3698.00
[Ess] [TERRAIN] 9995  x=178.00  y=170.78  z=-3698.00
[Ess] [TERRAIN] 9996  x=194.00  y=165.58  z=-3698.00
[Ess] [TERRAIN] 9997  x=210.00  y=167.17  z=-3698.00
[Ess] [TERRAIN] 9998  x=226.00  y=172.29  z=-3698.00
[Ess] [TERRAIN] 9999  x=242.00  y=181.45  z=-3698.00
[Ess] [TERRAIN] 10000  x=258.00  y=189.18  z=-3698.00
[Ess] [TERRAIN] 10001  x=274.00  y=197.65  z=-3698.00
[Ess] [TERRAIN] 10002  x=290.00  y=199.68  z=-3698.00
[Ess] [TERRAIN] 10003  x=306.00  y=200.91  z=-3698.00
[Ess] [TERRAIN] 10004  x=322.00  y=201.99  z=-3698.00
[Ess] [TERRAIN] 10005  x=338.00  y=211.45  z=-3698.00
[Ess] [TERRAIN] 10006  x=354.00  y=222.94  z=-3698.00
[Ess] [TERRAIN] 10007  x=370.00  y=229.97  z=-3698.00
[Ess] [TERRAIN] 10008  x=386.00  y=232.82  z=-3698.00
[Ess] [TERRAIN] 10009  x=402.00  y=234.11  z=-3698.00
[Ess] [TERRAIN] 10010  x=418.00  y=234.23  z=-3698.00
[Ess] [TERRAIN] 10011  x=434.00  y=236.17  z=-3698.00
[Ess] [TERRAIN] 10012  x=450.00  y=238.87  z=-3698.00
[Ess] [TERRAIN] 10013  x=466.00  y=243.11  z=-3698.00
[Ess] [TERRAIN] 10014  x=482.00  y=249.34  z=-3698.00
[Ess] [TERRAIN] 10015  x=498.00  y=255.65  z=-3698.00
[Ess] [TERRAIN] 10016  x=514.00  y=262.30  z=-3698.00
[Ess] [TERRAIN] 10017  x=530.00  y=270.88  z=-3698.00
[Ess] [TERRAIN] 10018  x=546.00  y=280.91  z=-3698.00
[Ess] [TERRAIN] 10019  x=562.00  y=290.89  z=-3698.00
[Ess] [TERRAIN] 10020  x=578.00  y=295.97  z=-3698.00
[Ess] [TERRAIN] 10021  x=594.00  y=295.26  z=-3698.00
[Ess] [TERRAIN] 10022  x=610.00  y=295.55  z=-3698.00
[Ess] [TERRAIN] 10023  x=626.00  y=300.07  z=-3698.00
[Ess] [TERRAIN] 10024  x=642.00  y=311.79  z=-3698.00
[Ess] [TERRAIN] 10025  x=658.00  y=317.84  z=-3698.00
[Ess] [TERRAIN] 10026  x=674.00  y=319.31  z=-3698.00
[Ess] [TERRAIN] 10027  x=690.00  y=330.59  z=-3698.00
[Ess] [TERRAIN] 10028  x=706.00  y=337.31  z=-3698.00
[Ess] [TERRAIN] 10029  x=722.00  y=339.01  z=-3698.00
[Ess] [TERRAIN] 10030  x=738.00  y=342.78  z=-3698.00
[Ess] [TERRAIN] 10031  x=754.00  y=351.90  z=-3698.00
[Ess] [TERRAIN] 10032  x=770.00  y=362.09  z=-3698.00
[Ess] [TERRAIN] 10033  x=786.00  y=369.96  z=-3698.00
[Ess] [TERRAIN] 10034  x=802.00  y=375.78  z=-3698.00
[Ess] [TERRAIN] 10035  x=818.00  y=384.32  z=-3698.00
[Ess] [TERRAIN] 10036  x=834.00  y=392.32  z=-3698.00
[Ess] [TERRAIN] 10037  x=850.00  y=396.64  z=-3698.00
[Ess] [TERRAIN] 10038  x=866.00  y=398.67  z=-3698.00
[Ess] [TERRAIN] 10039  x=882.00  y=395.51  z=-3698.00
[Ess] [TERRAIN] 10040  x=898.00  y=391.92  z=-3698.00
[Ess] [TERRAIN] 10041  x=914.00  y=391.70  z=-3698.00
[Ess] [TERRAIN] 10042  x=930.00  y=389.75  z=-3698.00
[Ess] [TERRAIN] 10043  x=946.00  y=380.00  z=-3698.00
[Ess] [TERRAIN] 10044  x=962.00  y=365.59  z=-3698.00
[Ess] [TERRAIN] 10045  x=978.00  y=355.72  z=-3698.00
[Ess] [TERRAIN] 10046  x=994.00  y=355.37  z=-3698.00
[Ess] [TERRAIN] 10047  x=1010.00  y=352.22  z=-3698.00
[Ess] [TERRAIN] 10048  x=1026.00  y=343.46  z=-3698.00
[Ess] [TERRAIN] 10049  x=1042.00  y=334.47  z=-3698.00
[Ess] [TERRAIN] 10050  x=1058.00  y=328.42  z=-3698.00
[Ess] [TERRAIN] 10051  x=1074.00  y=328.04  z=-3698.00
[Ess] [TERRAIN] 10052  x=1090.00  y=326.40  z=-3698.00
[Ess] [TERRAIN] 10053  x=1106.00  y=325.14  z=-3698.00
[Ess] [TERRAIN] 10054  x=1122.00  y=328.03  z=-3698.00
[Ess] [TERRAIN] 10055  x=1138.00  y=332.88  z=-3698.00
[Ess] [TERRAIN] 10056  x=1154.00  y=333.41  z=-3698.00
[Ess] [TERRAIN] 10057  x=1170.00  y=326.40  z=-3698.00
[Ess] [TERRAIN] 10058  x=1186.00  y=313.45  z=-3698.00
[Ess] [TERRAIN] 10059  x=1202.00  y=299.51  z=-3698.00
[Ess] [TERRAIN] 10060  x=1218.00  y=287.79  z=-3698.00
[Ess] [TERRAIN] 10061  x=1234.00  y=280.73  z=-3698.00
[Ess] [TERRAIN] 10062  x=1250.00  y=285.39  z=-3698.00
[Ess] [TERRAIN] 10063  x=1266.00  y=285.72  z=-3698.00
[Ess] [TERRAIN] 10064  x=1282.00  y=280.01  z=-3698.00
[Ess] [TERRAIN] 10065  x=1298.00  y=274.27  z=-3698.00
[Ess] [TERRAIN] 10066  x=1314.00  y=268.93  z=-3698.00
[Ess] [TERRAIN] 10067  x=1330.00  y=267.37  z=-3698.00
[Ess] [TERRAIN] 10068  x=1346.00  y=265.14  z=-3698.00
[Ess] [TERRAIN] 10069  x=1362.00  y=261.01  z=-3698.00
[Ess] [TERRAIN] 10070  x=1378.00  y=255.35  z=-3698.00
[Ess] [TERRAIN] 10071  x=1394.00  y=246.39  z=-3698.00
[Ess] [TERRAIN] 10072  x=1410.00  y=236.30  z=-3698.00
[Ess] [TERRAIN] 10073  x=1426.00  y=236.47  z=-3698.00
[Ess] [TERRAIN] 10074  x=1442.00  y=239.77  z=-3698.00
[Ess] [TERRAIN] 10075  x=1458.00  y=237.26  z=-3698.00
[Ess] [TERRAIN] 10076  x=1474.00  y=228.46  z=-3698.00
[Ess] [TERRAIN] 10077  x=1490.00  y=218.21  z=-3698.00
[Ess] [TERRAIN] 10078  x=1506.00  y=210.38  z=-3698.00
[Ess] [TERRAIN] 10079  x=1522.00  y=208.05  z=-3698.00
[Ess] [TERRAIN] 10080  x=1538.00  y=208.04  z=-3698.00
[Ess] [TERRAIN] 10081  x=1554.00  y=206.87  z=-3698.00
[Ess] [TERRAIN] 10082  x=1570.00  y=204.99  z=-3698.00
[Ess] [TERRAIN] 10083  x=1586.00  y=205.84  z=-3698.00
[Ess] [TERRAIN] 10084  x=1602.00  y=207.96  z=-3698.00
[Ess] [TERRAIN] 10085  x=1618.00  y=210.86  z=-3698.00
[Ess] [TERRAIN] 10086  x=1634.00  y=218.80  z=-3698.00
[Ess] [TERRAIN] 10087  x=1650.00  y=229.03  z=-3698.00
[Ess] [TERRAIN] 10088  x=1666.00  y=238.05  z=-3698.00
[Ess] [TERRAIN] 10089  x=1682.00  y=244.20  z=-3698.00
[Ess] [TERRAIN] 10090  x=1698.00  y=249.27  z=-3698.00
[Ess] [TERRAIN] 10091  x=1714.00  y=255.52  z=-3698.00
[Ess] [TERRAIN] 10092  x=1730.00  y=261.08  z=-3698.00
[Ess] [TERRAIN] 10093  x=1746.00  y=266.10  z=-3698.00
[Ess] [TERRAIN] 10094  x=1762.00  y=270.56  z=-3698.00
[Ess] [TERRAIN] 10095  x=1778.00  y=278.60  z=-3698.00
[Ess] [TERRAIN] 10096  x=1794.00  y=289.25  z=-3698.00
[Ess] [TERRAIN] 10097  x=1810.00  y=290.69  z=-3698.00
[Ess] [TERRAIN] 10098  x=1826.00  y=289.59  z=-3698.00
[Ess] [TERRAIN] 10099  x=1842.00  y=292.43  z=-3698.00
[Ess] [TERRAIN] 10100  x=1858.00  y=297.26  z=-3698.00
[Ess] [TERRAIN] 10101  x=1874.00  y=295.27  z=-3698.00
[Ess] [TERRAIN] 10102  x=1890.00  y=291.61  z=-3698.00
[Ess] [TERRAIN] 10103  x=1906.00  y=289.31  z=-3698.00
[Ess] [TERRAIN] 10104  x=1922.00  y=285.52  z=-3698.00
[Ess] [TERRAIN] 10105  x=1938.00  y=278.90  z=-3698.00
[Ess] [TERRAIN] 10106  x=1954.00  y=270.96  z=-3698.00
[Ess] [TERRAIN] 10107  x=1970.00  y=264.59  z=-3698.00
[Ess] [TERRAIN] 10108  x=1986.00  y=259.65  z=-3698.00
[Ess] [TERRAIN] 10109  x=2002.00  y=255.91  z=-3698.00
[Ess] [TERRAIN] 10110  x=2018.00  y=254.07  z=-3698.00
[Ess] [TERRAIN] 10111  x=2034.00  y=254.77  z=-3698.00
[Ess] [TERRAIN] 10112  x=2050.00  y=256.58  z=-3698.00
[Ess] [TERRAIN] 10113  x=2066.00  y=257.92  z=-3698.00
[Ess] [TERRAIN] 10114  x=2082.00  y=258.19  z=-3698.00
[Ess] [TERRAIN] 10115  x=2098.00  y=257.14  z=-3698.00
[Ess] [TERRAIN] 10116  x=2114.00  y=255.40  z=-3698.00
[Ess] [TERRAIN] 10117  x=2130.00  y=252.63  z=-3698.00
[Ess] [TERRAIN] 10118  x=2146.00  y=248.18  z=-3698.00
[Ess] [TERRAIN] 10119  x=2162.00  y=245.91  z=-3698.00
[Ess] [TERRAIN] 10120  x=2178.00  y=247.22  z=-3698.00
[Ess] [TERRAIN] 10121  x=2194.00  y=253.43  z=-3698.00
[Ess] [TERRAIN] 10122  x=2210.00  y=259.00  z=-3698.00
[Ess] [TERRAIN] 10123  x=2226.00  y=254.44  z=-3698.00
[Ess] [TERRAIN] 10124  x=2242.00  y=241.13  z=-3698.00
[Ess] [TERRAIN] 10125  x=2258.00  y=228.12  z=-3698.00
[Ess] [TERRAIN] 10126  x=2274.00  y=220.21  z=-3698.00
[Ess] [TERRAIN] 10127  x=2290.00  y=215.24  z=-3698.00
[Ess] [TERRAIN] 10128  x=2306.00  y=213.02  z=-3698.00
[Ess] [TERRAIN] 10129  x=2322.00  y=214.30  z=-3698.00
[Ess] [TERRAIN] 10130  x=2338.00  y=216.01  z=-3698.00
[Ess] [TERRAIN] 10131  x=2354.00  y=213.88  z=-3698.00
[Ess] [TERRAIN] 10132  x=2370.00  y=207.73  z=-3698.00
[Ess] [TERRAIN] 10133  x=2386.00  y=198.84  z=-3698.00
[Ess] [TERRAIN] 10134  x=2402.00  y=192.93  z=-3698.00
[Ess] [TERRAIN] 10135  x=2418.00  y=194.77  z=-3698.00
[Ess] [TERRAIN] 10136  x=2434.00  y=196.89  z=-3698.00
[Ess] [TERRAIN] 10137  x=2450.00  y=194.62  z=-3698.00
[Ess] [TERRAIN] 10138  x=2466.00  y=190.76  z=-3698.00
[Ess] [TERRAIN] 10139  x=2482.00  y=188.19  z=-3698.00
[Ess] [TERRAIN] 10140  x=2498.00  y=183.10  z=-3698.00
[Ess] [TERRAIN] 10141  x=2514.00  y=176.27  z=-3698.00
[Ess] [TERRAIN] 10142  x=2530.00  y=164.88  z=-3698.00
[Ess] [TERRAIN] 10143  x=2546.00  y=141.80  z=-3698.00
[Ess] [TERRAIN] 10144  x=2562.00  y=126.69  z=-3698.00
[Ess] [TERRAIN] 10145  x=2578.00  y=118.25  z=-3698.00
[Ess] [TERRAIN] 10146  x=2594.00  y=106.84  z=-3698.00
[Ess] [TERRAIN] 10147  x=2610.00  y=88.52  z=-3698.00
[Ess] [TERRAIN] 10148  x=2626.00  y=73.63  z=-3698.00
[Ess] [TERRAIN] 10149  x=2642.00  y=66.06  z=-3698.00
[Ess] [TERRAIN] 10150  x=2658.00  y=60.64  z=-3698.00
[Ess] [TERRAIN] 10151  x=2674.00  y=53.29  z=-3698.00
[Ess] [TERRAIN] 10152  x=2690.00  y=46.13  z=-3698.00
[Ess] [TERRAIN] 10153  x=2706.00  y=42.62  z=-3698.00
[Ess] [TERRAIN] 10154  x=2722.00  y=41.60  z=-3698.00
[Ess] [TERRAIN] 10155  x=2738.00  y=41.95  z=-3698.00
[Ess] [TERRAIN] 10156  x=2754.00  y=42.51  z=-3698.00
[Ess] [TERRAIN] 10157  x=2770.00  y=40.28  z=-3698.00
[Ess] [TERRAIN] 10158  x=2786.00  y=34.40  z=-3698.00
[Ess] [TERRAIN] 10159  x=2802.00  y=26.29  z=-3698.00
[Ess] [TERRAIN] 10160  x=2818.00  y=21.22  z=-3698.00
[Ess] [TERRAIN] 10161  x=2834.00  y=22.25  z=-3698.00
[Ess] [TERRAIN] 10162  x=2850.00  y=31.99  z=-3698.00
[Ess] [TERRAIN] 10163  x=2866.00  y=51.05  z=-3698.00
[Ess] [TERRAIN] 10164  x=2882.00  y=74.96  z=-3698.00
[Ess] [TERRAIN] 10165  x=2898.00  y=97.44  z=-3698.00
[Ess] [TERRAIN] 10166  x=2914.00  y=112.71  z=-3698.00
[Ess] [TERRAIN] 10167  x=2930.00  y=121.52  z=-3698.00
[Ess] [TERRAIN] 10168  x=2946.00  y=133.60  z=-3698.00
[Ess] [TERRAIN] 10169  x=2962.00  y=152.37  z=-3698.00
[Ess] [TERRAIN] 10170  x=2978.00  y=172.94  z=-3698.00
[Ess] [TERRAIN] 10171  x=2994.00  y=192.42  z=-3698.00
[Ess] [TERRAIN] 10172  x=3010.00  y=208.78  z=-3698.00
[Ess] [TERRAIN] 10173  x=3026.00  y=219.90  z=-3698.00
[Ess] [TERRAIN] 10174  x=3042.00  y=225.47  z=-3698.00
[Ess] [TERRAIN] 10175  x=3058.00  y=226.71  z=-3698.00
[Ess] [TERRAIN] 10176  x=3074.00  y=220.99  z=-3698.00
[Ess] [TERRAIN] 10177  x=3090.00  y=205.50  z=-3698.00
[Ess] [TERRAIN] 10178  x=3106.00  y=181.87  z=-3698.00
[Ess] [TERRAIN] 10179  x=3122.00  y=158.08  z=-3698.00
[Ess] [TERRAIN] 10180  x=3138.00  y=139.55  z=-3698.00
[Ess] [TERRAIN] 10181  x=3154.00  y=126.80  z=-3698.00
[Ess] [TERRAIN] 10182  x=3170.00  y=104.67  z=-3698.00
[Ess] [TERRAIN] 10183  x=3186.00  y=80.27  z=-3698.00
[Ess] [TERRAIN] 10184  x=3202.00  y=64.75  z=-3698.00
[Ess] [TERRAIN] 10185  x=3218.00  y=62.95  z=-3698.00
[Ess] [TERRAIN] 10186  x=3234.00  y=74.82  z=-3698.00
[Ess] [TERRAIN] 10187  x=3250.00  y=93.08  z=-3698.00
[Ess] [TERRAIN] 10188  x=3266.00  y=108.08  z=-3698.00
[Ess] [TERRAIN] 10189  x=3282.00  y=123.75  z=-3698.00
[Ess] [TERRAIN] 10190  x=3298.00  y=133.86  z=-3698.00
[Ess] [TERRAIN] 10191  x=3314.00  y=148.12  z=-3698.00
[Ess] [TERRAIN] 10192  x=3330.00  y=162.10  z=-3698.00
[Ess] [TERRAIN] 10193  x=3346.00  y=176.56  z=-3698.00
[Ess] [TERRAIN] 10194  x=3362.00  y=191.50  z=-3698.00
[Ess] [TERRAIN] 10195  x=3378.00  y=210.97  z=-3698.00
[Ess] [TERRAIN] 10196  x=3394.00  y=229.41  z=-3698.00
[Ess] [TERRAIN] 10197  x=3410.00  y=246.37  z=-3698.00
[Ess] [TERRAIN] 10198  x=3426.00  y=251.43  z=-3698.00
[Ess] [TERRAIN] 10199  x=3442.00  y=250.12  z=-3698.00
[Ess] [TERRAIN] 10200  x=3458.00  y=251.80  z=-3698.00
[Ess] [TERRAIN] 10201  x=3474.00  y=258.01  z=-3698.00
[Ess] [TERRAIN] 10202  x=3490.00  y=267.55  z=-3698.00
[Ess] [TERRAIN] 10203  x=3506.00  y=276.16  z=-3698.00
[Ess] [TERRAIN] 10204  x=3522.00  y=283.42  z=-3698.00
[Ess] [TERRAIN] 10205  x=3538.00  y=291.78  z=-3698.00
[Ess] [TERRAIN] 10206  x=3554.00  y=303.61  z=-3698.00
[Ess] [TERRAIN] 10207  x=3570.00  y=313.11  z=-3698.00
[Ess] [TERRAIN] 10208  x=3586.00  y=317.21  z=-3698.00
[Ess] [TERRAIN] 10209  x=3602.00  y=319.74  z=-3698.00
[Ess] [TERRAIN] 10210  x=3618.00  y=321.82  z=-3698.00
[Ess] [TERRAIN] 10211  x=3634.00  y=322.06  z=-3698.00
[Ess] [TERRAIN] 10212  x=3650.00  y=322.73  z=-3698.00
[Ess] [TERRAIN] 10213  x=3666.00  y=324.45  z=-3698.00
[Ess] [TERRAIN] 10214  x=3682.00  y=327.62  z=-3698.00
[Ess] [TERRAIN] 10215  x=3698.00  y=332.68  z=-3698.00
[Ess] [TERRAIN] 10216  x=3714.00  y=341.76  z=-3698.00
[Ess] [TERRAIN] 10217  x=3730.00  y=352.46  z=-3698.00
[Ess] [TERRAIN] 10218  x=3746.00  y=358.66  z=-3698.00
[Ess] [TERRAIN] 10219  x=3762.00  y=359.49  z=-3698.00
[Ess] [TERRAIN] 10220  x=3778.00  y=358.17  z=-3698.00
[Ess] [TERRAIN] 10221  x=3794.00  y=356.59  z=-3698.00
[Ess] [TERRAIN] 10222  x=3810.00  y=355.79  z=-3698.00
[Ess] [TERRAIN] 10223  x=3826.00  y=358.73  z=-3698.00
[Ess] [TERRAIN] 10224  x=3842.00  y=362.16  z=-3698.00
[Ess] [TERRAIN] 10225  x=3858.00  y=365.45  z=-3698.00
[Ess] [TERRAIN] 10226  x=3874.00  y=363.79  z=-3698.00
[Ess] [TERRAIN] 10227  x=3890.00  y=355.65  z=-3698.00
[Ess] [TERRAIN] 10228  x=3906.00  y=352.92  z=-3698.00
[Ess] [TERRAIN] 10229  x=3922.00  y=335.84  z=-3698.00
[Ess] [TERRAIN] 10230  x=3938.00  y=310.14  z=-3698.00
[Ess] [TERRAIN] 10231  x=3954.00  y=281.94  z=-3698.00
[Ess] [TERRAIN] 10232  x=3970.00  y=249.93  z=-3698.00
[Ess] [TERRAIN] 10233  x=3986.00  y=213.52  z=-3698.00
[Ess] [TERRAIN] 10234  x=4002.00  y=0.00  z=-3698.00
[Ess] [TERRAIN] 10235  x=4002.00  y=0.00  z=-3682.00
[Ess] [TERRAIN] 10236  x=3986.00  y=219.18  z=-3682.00
[Ess] [TERRAIN] 10237  x=3970.00  y=255.07  z=-3682.00
[Ess] [TERRAIN] 10238  x=3954.00  y=290.08  z=-3682.00
[Ess] [TERRAIN] 10239  x=3938.00  y=313.00  z=-3682.00
[Ess] [TERRAIN] 10240  x=3922.00  y=338.18  z=-3682.00
[Ess] [TERRAIN] 10241  x=3906.00  y=354.94  z=-3682.00
[Ess] [TERRAIN] 10242  x=3890.00  y=360.43  z=-3682.00
[Ess] [TERRAIN] 10243  x=3874.00  y=362.09  z=-3682.00
[Ess] [TERRAIN] 10244  x=3858.00  y=365.69  z=-3682.00
[Ess] [TERRAIN] 10245  x=3842.00  y=357.61  z=-3682.00
[Ess] [TERRAIN] 10246  x=3826.00  y=353.20  z=-3682.00
[Ess] [TERRAIN] 10247  x=3810.00  y=349.59  z=-3682.00
[Ess] [TERRAIN] 10248  x=3794.00  y=347.55  z=-3682.00
[Ess] [TERRAIN] 10249  x=3778.00  y=347.26  z=-3682.00
[Ess] [TERRAIN] 10250  x=3762.00  y=350.58  z=-3682.00
[Ess] [TERRAIN] 10251  x=3746.00  y=354.02  z=-3682.00
[Ess] [TERRAIN] 10252  x=3730.00  y=352.11  z=-3682.00
[Ess] [TERRAIN] 10253  x=3714.00  y=342.55  z=-3682.00
[Ess] [TERRAIN] 10254  x=3698.00  y=330.58  z=-3682.00
[Ess] [TERRAIN] 10255  x=3682.00  y=324.01  z=-3682.00
[Ess] [TERRAIN] 10256  x=3666.00  y=321.77  z=-3682.00
[Ess] [TERRAIN] 10257  x=3650.00  y=322.36  z=-3682.00
[Ess] [TERRAIN] 10258  x=3634.00  y=320.75  z=-3682.00
[Ess] [TERRAIN] 10259  x=3618.00  y=318.07  z=-3682.00
[Ess] [TERRAIN] 10260  x=3602.00  y=315.39  z=-3682.00
[Ess] [TERRAIN] 10261  x=3586.00  y=313.23  z=-3682.00
[Ess] [TERRAIN] 10262  x=3570.00  y=311.54  z=-3682.00
[Ess] [TERRAIN] 10263  x=3554.00  y=309.01  z=-3682.00
[Ess] [TERRAIN] 10264  x=3538.00  y=298.22  z=-3682.00
[Ess] [TERRAIN] 10265  x=3522.00  y=290.06  z=-3682.00
[Ess] [TERRAIN] 10266  x=3506.00  y=281.54  z=-3682.00
[Ess] [TERRAIN] 10267  x=3490.00  y=270.52  z=-3682.00
[Ess] [TERRAIN] 10268  x=3474.00  y=262.73  z=-3682.00
[Ess] [TERRAIN] 10269  x=3458.00  y=256.58  z=-3682.00
[Ess] [TERRAIN] 10270  x=3442.00  y=250.19  z=-3682.00
[Ess] [TERRAIN] 10271  x=3426.00  y=247.11  z=-3682.00
[Ess] [TERRAIN] 10272  x=3410.00  y=242.16  z=-3682.00
[Ess] [TERRAIN] 10273  x=3394.00  y=233.18  z=-3682.00
[Ess] [TERRAIN] 10274  x=3378.00  y=218.24  z=-3682.00
[Ess] [TERRAIN] 10275  x=3362.00  y=198.84  z=-3682.00
[Ess] [TERRAIN] 10276  x=3346.00  y=177.93  z=-3682.00
[Ess] [TERRAIN] 10277  x=3330.00  y=160.87  z=-3682.00
[Ess] [TERRAIN] 10278  x=3314.00  y=146.07  z=-3682.00
[Ess] [TERRAIN] 10279  x=3298.00  y=138.54  z=-3682.00
[Ess] [TERRAIN] 10280  x=3282.00  y=131.95  z=-3682.00
[Ess] [TERRAIN] 10281  x=3266.00  y=117.40  z=-3682.00
[Ess] [TERRAIN] 10282  x=3250.00  y=100.09  z=-3682.00
[Ess] [TERRAIN] 10283  x=3234.00  y=76.93  z=-3682.00
[Ess] [TERRAIN] 10284  x=3218.00  y=60.53  z=-3682.00
[Ess] [TERRAIN] 10285  x=3202.00  y=58.65  z=-3682.00
[Ess] [TERRAIN] 10286  x=3186.00  y=70.68  z=-3682.00
[Ess] [TERRAIN] 10287  x=3170.00  y=92.59  z=-3682.00
[Ess] [TERRAIN] 10288  x=3154.00  y=113.26  z=-3682.00
[Ess] [TERRAIN] 10289  x=3138.00  y=126.24  z=-3682.00
[Ess] [TERRAIN] 10290  x=3122.00  y=148.90  z=-3682.00
[Ess] [TERRAIN] 10291  x=3106.00  y=176.13  z=-3682.00
[Ess] [TERRAIN] 10292  x=3090.00  y=199.15  z=-3682.00
[Ess] [TERRAIN] 10293  x=3074.00  y=213.39  z=-3682.00
[Ess] [TERRAIN] 10294  x=3058.00  y=219.15  z=-3682.00
[Ess] [TERRAIN] 10295  x=3042.00  y=219.00  z=-3682.00
[Ess] [TERRAIN] 10296  x=3026.00  y=213.60  z=-3682.00
[Ess] [TERRAIN] 10297  x=3010.00  y=203.44  z=-3682.00
[Ess] [TERRAIN] 10298  x=2994.00  y=190.79  z=-3682.00
[Ess] [TERRAIN] 10299  x=2978.00  y=174.72  z=-3682.00
[Ess] [TERRAIN] 10300  x=2962.00  y=157.22  z=-3682.00
[Ess] [TERRAIN] 10301  x=2946.00  y=140.34  z=-3682.00
[Ess] [TERRAIN] 10302  x=2930.00  y=127.30  z=-3682.00
[Ess] [TERRAIN] 10303  x=2914.00  y=116.99  z=-3682.00
[Ess] [TERRAIN] 10304  x=2898.00  y=103.48  z=-3682.00
[Ess] [TERRAIN] 10305  x=2882.00  y=82.81  z=-3682.00
[Ess] [TERRAIN] 10306  x=2866.00  y=58.34  z=-3682.00
[Ess] [TERRAIN] 10307  x=2850.00  y=36.45  z=-3682.00
[Ess] [TERRAIN] 10308  x=2834.00  y=22.98  z=-3682.00
[Ess] [TERRAIN] 10309  x=2818.00  y=20.35  z=-3682.00
[Ess] [TERRAIN] 10310  x=2802.00  y=22.08  z=-3682.00
[Ess] [TERRAIN] 10311  x=2786.00  y=27.05  z=-3682.00
[Ess] [TERRAIN] 10312  x=2770.00  y=33.61  z=-3682.00
[Ess] [TERRAIN] 10313  x=2754.00  y=39.08  z=-3682.00
[Ess] [TERRAIN] 10314  x=2738.00  y=42.24  z=-3682.00
[Ess] [TERRAIN] 10315  x=2722.00  y=44.52  z=-3682.00
[Ess] [TERRAIN] 10316  x=2706.00  y=46.34  z=-3682.00
[Ess] [TERRAIN] 10317  x=2690.00  y=48.07  z=-3682.00
[Ess] [TERRAIN] 10318  x=2674.00  y=52.82  z=-3682.00
[Ess] [TERRAIN] 10319  x=2658.00  y=59.59  z=-3682.00
[Ess] [TERRAIN] 10320  x=2642.00  y=67.83  z=-3682.00
[Ess] [TERRAIN] 10321  x=2626.00  y=80.70  z=-3682.00
[Ess] [TERRAIN] 10322  x=2610.00  y=95.42  z=-3682.00
[Ess] [TERRAIN] 10323  x=2594.00  y=107.60  z=-3682.00
[Ess] [TERRAIN] 10324  x=2578.00  y=116.44  z=-3682.00
