[Ess] Net: DISABLED (Ess.Net.OFF) -- no receiver hijack on NetEventCallback, no wire traffic
[Ess] Net: v0.2.1 ready (EV=5 SLOTS=5 HB=2)
[Ess] registered 'demo_convoy' (Demo: Wreck the Convoy)
[Ess] Contract: loaded (1 contract(s) registered)
[Ess] v0.2.1 ready
[Ess] [roadlog] STARTED -- logging every 0.25s (F11 again to stop)
[Ess] [ROAD] 1  x=2633.41  y=-3.86  z=-1019.60  yaw=131.9
[Ess] [ROAD] 314  x=2674.96  y=-33.83  z=698.94  yaw=1.1
[Ess] [ROAD] 315  x=2675.15  y=-33.83  z=708.91  yaw=1.1
[Ess] [ROAD] 316  x=2675.34  y=-33.83  z=718.92  yaw=1.1
[Ess] [ROAD] 317  x=2675.53  y=-33.83  z=729.25  yaw=1.1
[Ess] [ROAD] 318  x=2675.72  y=-33.83  z=739.14  yaw=1.1
[Ess] [ROAD] 319  x=2675.91  y=-33.83  z=749.50  yaw=1.1
[Ess] [ROAD] 320  x=2676.11  y=-33.83  z=759.86  yaw=1.1
[Ess] [ROAD] 321  x=2676.30  y=-33.83  z=769.81  yaw=1.1
[Ess] [ROAD] 322  x=2676.49  y=-33.82  z=780.20  yaw=1.1
[Ess] [ROAD] 323  x=2676.69  y=-33.76  z=790.71  yaw=1.1
[Ess] [ROAD] 324  x=2676.90  y=-33.75  z=801.79  yaw=1.1
[Ess] [ROAD] 325  x=2677.14  y=-33.84  z=811.91  yaw=1.2
[Ess] [ROAD] 326  x=2677.36  y=-34.91  z=822.17  yaw=1.7
[Ess] [ROAD] 327  x=2677.58  y=-36.78  z=832.46  yaw=2.3
[Ess] [ROAD] 328  x=2677.65  y=-38.91  z=842.56  yaw=1.4
[Ess] [ROAD] 329  x=2677.75  y=-39.28  z=852.52  yaw=-2.4
[Ess] [ROAD] 330  x=2677.54  y=-40.02  z=862.71  yaw=-5.6
[Ess] [ROAD] 331  x=2677.07  y=-40.72  z=873.02  yaw=0.2
[Ess] [ROAD] 332  x=2677.05  y=-41.35  z=883.18  yaw=1.0
[Ess] [ROAD] 333  x=2676.97  y=-41.65  z=892.87  yaw=-2.4
[Ess] [ROAD] 334  x=2676.62  y=-41.60  z=902.91  yaw=-2.7
[Ess] [ROAD] 335  x=2676.17  y=-41.61  z=912.98  yaw=-2.7
[Ess] [ROAD] 336  x=2675.86  y=-41.59  z=922.53  yaw=1.4
[Ess] [ROAD] 337  x=2676.02  y=-41.57  z=932.27  yaw=2.7
[Ess] [ROAD] 338  x=2676.41  y=-41.55  z=942.11  yaw=2.7
[Ess] [ROAD] 339  x=2676.85  y=-41.54  z=951.83  yaw=2.7
[Ess] [ROAD] 340  x=2677.27  y=-41.52  z=960.98  yaw=2.7
[Ess] [ROAD] 341  x=2677.71  y=-41.51  z=970.46  yaw=2.7
[Ess] [ROAD] 342  x=2678.19  y=-41.51  z=979.44  yaw=4.9
[Ess] [ROAD] 343  x=2678.97  y=-41.51  z=988.68  yaw=6.1
[Ess] [ROAD] 344  x=2679.90  y=-41.55  z=997.86  yaw=5.4
[Ess] [ROAD] 345  x=2680.45  y=-41.64  z=1006.96  yaw=-0.5
[Ess] [ROAD] 346  x=2680.68  y=-41.73  z=1015.99  yaw=5.0
[Ess] [ROAD] 347  x=2681.64  y=-41.83  z=1025.05  yaw=13.5
[Ess] [ROAD] 348  x=2683.72  y=-41.86  z=1033.34  yaw=23.0
[Ess] [ROAD] 349  x=2687.22  y=-41.88  z=1041.00  yaw=35.8
[Ess] [ROAD] 350  x=2691.96  y=-41.87  z=1047.58  yaw=44.2
[Ess] [ROAD] 351  x=2697.37  y=-41.87  z=1053.45  yaw=47.0
[Ess] [ROAD] 352  x=2702.94  y=-41.85  z=1058.75  yaw=48.7
[Ess] [ROAD] 353  x=2708.53  y=-41.83  z=1064.10  yaw=40.5
[Ess] [ROAD] 354  x=2713.15  y=-41.82  z=1070.07  yaw=25.3
[Ess] [ROAD] 355  x=2716.18  y=-41.69  z=1076.68  yaw=11.9
[Ess] [ROAD] 356  x=2717.51  y=-41.47  z=1083.23  yaw=-0.7
[Ess] [ROAD] 357  x=2717.51  y=-41.50  z=1089.72  yaw=-9.1
[Ess] [ROAD] 358  x=2716.89  y=-41.50  z=1096.04  yaw=-3.6
[Ess] [ROAD] 359  x=2716.61  y=-41.50  z=1102.45  yaw=1.2
[Ess] [ROAD] 360  x=2716.55  y=-41.50  z=1109.33  yaw=-0.9
[Ess] [ROAD] 361  x=2716.44  y=-41.50  z=1117.01  yaw=-1.1
[Ess] [ROAD] 362  x=2716.29  y=-41.50  z=1125.28  yaw=-1.1
[Ess] [ROAD] 363  x=2716.13  y=-41.51  z=1134.16  yaw=-1.1
[Ess] [ROAD] 364  x=2715.95  y=-41.51  z=1143.82  yaw=-1.1
[Ess] [ROAD] 365  x=2715.76  y=-41.52  z=1153.99  yaw=-1.0
[Ess] [ROAD] 366  x=2715.57  y=-41.51  z=1164.44  yaw=-1.0
[Ess] [ROAD] 367  x=2715.38  y=-41.51  z=1175.04  yaw=-1.0
[Ess] [ROAD] 368  x=2715.20  y=-41.52  z=1185.34  yaw=-0.8
[Ess] [ROAD] 369  x=2715.18  y=-41.52  z=1195.80  yaw=1.3
[Ess] [ROAD] 370  x=2715.35  y=-41.54  z=1206.23  yaw=0.2
[Ess] [ROAD] 371  x=2715.10  y=-41.53  z=1216.63  yaw=-4.7
[Ess] [ROAD] 372  x=2714.53  y=-41.52  z=1226.98  yaw=-0.7
[Ess] [ROAD] 373  x=2714.36  y=-41.49  z=1236.83  yaw=0.5
[Ess] [ROAD] 374  x=2714.39  y=-41.46  z=1246.94  yaw=0.8
[Ess] [ROAD] 375  x=2714.69  y=-41.44  z=1257.06  yaw=3.8
[Ess] [ROAD] 376  x=2715.04  y=-41.45  z=1267.23  yaw=-3.4
[Ess] [ROAD] 377  x=2714.38  y=-41.49  z=1277.14  yaw=-11.9
[Ess] [ROAD] 378  x=2712.92  y=-41.99  z=1286.77  yaw=-19.7
[Ess] [ROAD] 379  x=2709.96  y=-41.95  z=1295.82  yaw=-27.8
[Ess] [ROAD] 380  x=2705.58  y=-41.86  z=1304.05  yaw=-36.4
[Ess] [ROAD] 381  x=2700.36  y=-41.77  z=1311.34  yaw=-41.5
[Ess] [ROAD] 382  x=2694.45  y=-41.21  z=1318.35  yaw=-40.3
[Ess] [ROAD] 383  x=2689.20  y=-40.07  z=1325.24  yaw=-31.4
[Ess] [ROAD] 384  x=2684.72  y=-39.02  z=1332.24  yaw=-30.3
[Ess] [ROAD] 385  x=2680.38  y=-37.81  z=1339.67  yaw=-26.5
[Ess] [ROAD] 386  x=2676.64  y=-36.66  z=1347.20  yaw=-22.9
[Ess] [ROAD] 387  x=2673.21  y=-35.91  z=1354.81  yaw=-21.4
[Ess] [ROAD] 388  x=2670.01  y=-35.71  z=1362.23  yaw=-16.8
[Ess] [ROAD] 389  x=2667.73  y=-34.88  z=1369.83  yaw=-6.2
[Ess] [ROAD] 390  x=2666.57  y=-34.24  z=1377.76  yaw=-2.5
[Ess] [ROAD] 391  x=2666.15  y=-33.79  z=1385.66  yaw=0.8
[Ess] [ROAD] 392  x=2666.15  y=-33.74  z=1393.36  yaw=0.4
[Ess] [ROAD] 393  x=2665.78  y=-33.78  z=1401.15  yaw=-10.2
[Ess] [ROAD] 394  x=2664.36  y=-33.79  z=1408.41  yaw=-19.4
[Ess] [ROAD] 395  x=2662.17  y=-33.78  z=1415.42  yaw=-18.4
[Ess] [ROAD] 396  x=2660.16  y=-33.78  z=1422.44  yaw=-12.4
[Ess] [ROAD] 397  x=2658.54  y=-33.78  z=1429.51  yaw=-9.7
[Ess] [ROAD] 398  x=2657.47  y=-33.78  z=1436.22  yaw=-4.9
[Ess] [ROAD] 399  x=2657.01  y=-33.78  z=1443.12  yaw=1.5
[Ess] [ROAD] 400  x=2657.04  y=-33.78  z=1449.97  yaw=2.2
[Ess] [ROAD] 401  x=2657.24  y=-33.77  z=1456.71  yaw=2.2
[Ess] [ROAD] 402  x=2657.53  y=-33.75  z=1463.39  yaw=5.0
[Ess] [ROAD] 403  x=2658.25  y=-33.74  z=1469.87  yaw=10.5
[Ess] [ROAD] 404  x=2659.51  y=-33.73  z=1476.33  yaw=15.9
[Ess] [ROAD] 405  x=2661.25  y=-33.73  z=1482.35  yaw=20.2
[Ess] [ROAD] 406  x=2663.22  y=-33.73  z=1488.44  yaw=15.9
[Ess] [ROAD] 407  x=2664.93  y=-33.73  z=1494.36  yaw=14.9
[Ess] [ROAD] 408  x=2666.77  y=-33.73  z=1500.26  yaw=20.3
[Ess] [ROAD] 409  x=2668.54  y=-33.66  z=1506.06  yaw=11.3
[Ess] [ROAD] 410  x=2669.60  y=-33.54  z=1511.67  yaw=7.6
[Ess] [ROAD] 411  x=2670.41  y=-33.59  z=1517.29  yaw=1.9
[Ess] [ROAD] 412  x=2670.35  y=-33.57  z=1522.85  yaw=-12.3
[Ess] [ROAD] 413  x=2669.44  y=-33.55  z=1528.04  yaw=-15.7
[Ess] [ROAD] 414  x=2668.13  y=-33.62  z=1533.48  yaw=-15.9
[Ess] [ROAD] 415  x=2666.60  y=-33.67  z=1539.03  yaw=-15.4
[Ess] [ROAD] 416  x=2665.18  y=-33.72  z=1544.69  yaw=-10.3
[Ess] [ROAD] 417  x=2664.20  y=-33.72  z=1550.09  yaw=-6.0
[Ess] [ROAD] 418  x=2663.59  y=-33.72  z=1555.60  yaw=-3.5
[Ess] [ROAD] 419  x=2663.19  y=-33.71  z=1561.17  yaw=-3.1
[Ess] [ROAD] 420  x=2662.85  y=-33.71  z=1566.97  yaw=-3.0
[Ess] [ROAD] 421  x=2662.54  y=-33.71  z=1572.75  yaw=-3.0
[Ess] [ROAD] 422  x=2662.23  y=-33.71  z=1578.53  yaw=-3.0
[Ess] [ROAD] 423  x=2661.93  y=-33.71  z=1584.22  yaw=-3.0
[Ess] [ROAD] 424  x=2661.64  y=-33.68  z=1589.81  yaw=-3.0
[Ess] [ROAD] 425  x=2661.34  y=-33.68  z=1595.29  yaw=-3.0
[Ess] [ROAD] 426  x=2661.06  y=-33.70  z=1600.75  yaw=-3.0
[Ess] [ROAD] 427  x=2660.78  y=-33.70  z=1606.14  yaw=-3.0
[Ess] [ROAD] 428  x=2660.50  y=-33.70  z=1611.53  yaw=-2.3
[Ess] [ROAD] 429  x=2660.32  y=-33.70  z=1616.71  yaw=-1.2
[Ess] [ROAD] 430  x=2660.19  y=-33.70  z=1621.93  yaw=-1.1
[Ess] [ROAD] 431  x=2660.07  y=-33.70  z=1627.51  yaw=-1.1
[Ess] [ROAD] 432  x=2659.95  y=-33.70  z=1633.65  yaw=-1.1
[Ess] [ROAD] 433  x=2659.82  y=-33.64  z=1639.56  yaw=-1.1
[Ess] [ROAD] 434  x=2659.72  y=-33.99  z=1645.42  yaw=-1.0
[Ess] [ROAD] 435  x=2659.60  y=-34.60  z=1651.35  yaw=-1.1
[Ess] [ROAD] 436  x=2659.50  y=-35.30  z=1657.26  yaw=-1.1
[Ess] [ROAD] 437  x=2659.40  y=-35.99  z=1663.06  yaw=-1.2
[Ess] [ROAD] 438  x=2659.14  y=-36.55  z=1668.83  yaw=-6.1
[Ess] [ROAD] 439  x=2658.54  y=-36.59  z=1674.50  yaw=-10.6
[Ess] [ROAD] 440  x=2657.25  y=-36.57  z=1679.94  yaw=-22.5
[Ess] [ROAD] 441  x=2655.18  y=-36.59  z=1684.64  yaw=-35.5
[Ess] [ROAD] 442  x=2652.39  y=-36.66  z=1688.50  yaw=-48.6
[Ess] [ROAD] 443  x=2649.09  y=-36.74  z=1691.50  yaw=-60.0
[Ess] [ROAD] 444  x=2644.90  y=-36.80  z=1694.07  yaw=-68.5
[Ess] [ROAD] 445  x=2640.45  y=-36.79  z=1695.85  yaw=-76.1
[Ess] [ROAD] 446  x=2635.87  y=-36.77  z=1696.98  yaw=-83.3
[Ess] [ROAD] 447  x=2631.40  y=-36.75  z=1697.57  yaw=-88.0
[Ess] [ROAD] 448  x=2626.99  y=-36.73  z=1697.80  yaw=-89.7
[Ess] [ROAD] 449  x=2622.41  y=-36.68  z=1697.89  yaw=-89.8
[Ess] [ROAD] 450  x=2617.93  y=-37.17  z=1697.96  yaw=-89.9
[Ess] [ROAD] 451  x=2613.22  y=-38.14  z=1698.01  yaw=-88.7
[Ess] [ROAD] 452  x=2608.56  y=-38.72  z=1698.12  yaw=-88.1
[Ess] [ROAD] 453  x=2603.49  y=-39.42  z=1698.27  yaw=-88.0
[Ess] [ROAD] 454  x=2597.94  y=-40.09  z=1698.46  yaw=-88.0
[Ess] [ROAD] 455  x=2592.16  y=-40.80  z=1698.64  yaw=-88.0
[Ess] [ROAD] 456  x=2585.90  y=-41.59  z=1698.85  yaw=-88.1
[Ess] [ROAD] 457  x=2578.92  y=-41.85  z=1699.04  yaw=-90.9
[Ess] [ROAD] 458  x=2571.80  y=-41.77  z=1698.67  yaw=-98.4
[Ess] [ROAD] 459  x=2563.70  y=-41.72  z=1697.83  yaw=-93.1
[Ess] [ROAD] 460  x=2555.08  y=-41.69  z=1697.52  yaw=-86.9
[Ess] [ROAD] 461  x=2545.71  y=-41.70  z=1698.04  yaw=-82.8
[Ess] [ROAD] 462  x=2535.83  y=-41.70  z=1699.01  yaw=-84.7
[Ess] [ROAD] 463  x=2525.43  y=-41.70  z=1699.98  yaw=-85.0
[Ess] [ROAD] 464  x=2515.44  y=-41.70  z=1700.76  yaw=-86.8
[Ess] [ROAD] 465  x=2504.98  y=-41.70  z=1701.34  yaw=-88.6
[Ess] [ROAD] 466  x=2494.54  y=-41.69  z=1701.65  yaw=-89.1
[Ess] [ROAD] 467  x=2484.08  y=-41.68  z=1701.74  yaw=-90.6
[Ess] [ROAD] 468  x=2473.71  y=-41.68  z=1701.67  yaw=-90.6
[Ess] [ROAD] 469  x=2463.23  y=-41.67  z=1701.57  yaw=-90.6
[Ess] [ROAD] 470  x=2452.81  y=-41.67  z=1701.46  yaw=-90.6
[Ess] [ROAD] 471  x=2442.39  y=-41.68  z=1701.34  yaw=-91.2
[Ess] [ROAD] 472  x=2431.98  y=-41.70  z=1701.05  yaw=-92.6
[Ess] [ROAD] 473  x=2421.59  y=-41.71  z=1700.62  yaw=-92.7
[Ess] [ROAD] 474  x=2411.38  y=-41.73  z=1700.15  yaw=-92.7
[Ess] [ROAD] 475  x=2401.01  y=-41.75  z=1699.66  yaw=-92.7
[Ess] [ROAD] 476  x=2390.74  y=-41.76  z=1699.18  yaw=-92.7
[Ess] [ROAD] 477  x=2380.57  y=-41.77  z=1698.75  yaw=-90.5
[Ess] [ROAD] 478  x=2370.59  y=-41.76  z=1698.69  yaw=-88.7
[Ess] [ROAD] 479  x=2361.40  y=-41.72  z=1698.84  yaw=-88.6
[Ess] [ROAD] 480  x=2352.63  y=-41.08  z=1698.97  yaw=-91.3
[Ess] [ROAD] 481  x=2344.42  y=-40.02  z=1698.80  yaw=-93.2
[Ess] [ROAD] 482  x=2336.00  y=-38.93  z=1698.40  yaw=-93.2
[Ess] [ROAD] 483  x=2328.95  y=-37.94  z=1698.04  yaw=-93.2
[Ess] [ROAD] 484  x=2322.34  y=-37.10  z=1697.68  yaw=-93.2
[Ess] [ROAD] 485  x=2315.91  y=-36.19  z=1697.25  yaw=-97.1
[Ess] [ROAD] 486  x=2309.69  y=-35.87  z=1696.70  yaw=-103.2
[Ess] [ROAD] 487  x=2303.45  y=-35.84  z=1695.74  yaw=-124.8
[Ess] [ROAD] 488  x=2299.01  y=-35.40  z=1693.29  yaw=-148.8
[Ess] [ROAD] 489  x=2296.08  y=-34.96  z=1689.69  yaw=-154.7
[Ess] [ROAD] 490  x=2293.70  y=-34.44  z=1685.20  yaw=-159.3
[Ess] [ROAD] 491  x=2292.04  y=-33.93  z=1680.33  yaw=-173.4
[Ess] [ROAD] 492  x=2291.40  y=-33.58  z=1675.38  yaw=178.8
[Ess] [ROAD] 493  x=2291.24  y=-33.38  z=1670.14  yaw=-177.7
[Ess] [ROAD] 494  x=2290.84  y=-33.32  z=1664.18  yaw=-175.4
[Ess] [ROAD] 495  x=2290.61  y=-33.34  z=1657.66  yaw=178.7
[Ess] [ROAD] 496  x=2290.66  y=-33.42  z=1650.73  yaw=178.3
[Ess] [ROAD] 497  x=2290.85  y=-33.43  z=1643.26  yaw=178.3
[Ess] [ROAD] 498  x=2291.07  y=-33.43  z=1635.44  yaw=178.3
[Ess] [ROAD] 499  x=2291.33  y=-33.44  z=1626.66  yaw=178.4
[Ess] [ROAD] 500  x=2291.59  y=-33.48  z=1617.65  yaw=178.4
[Ess] [ROAD] 501  x=2291.86  y=-33.55  z=1607.87  yaw=178.4
[Ess] [ROAD] 502  x=2292.14  y=-33.61  z=1598.26  yaw=178.4
[Ess] [ROAD] 503  x=2292.42  y=-33.66  z=1588.18  yaw=178.6
[Ess] [ROAD] 504  x=2292.52  y=-33.72  z=1579.13  yaw=-178.7
[Ess] [ROAD] 505  x=2292.42  y=-33.76  z=1571.87  yaw=-178.2
[Ess] [ROAD] 506  x=2291.98  y=-33.80  z=1565.22  yaw=-168.7
[Ess] [ROAD] 507  x=2290.50  y=-33.83  z=1559.28  yaw=-150.9
[Ess] [ROAD] 508  x=2287.59  y=-33.84  z=1554.36  yaw=-129.7
[Ess] [ROAD] 509  x=2283.60  y=-33.83  z=1550.67  yaw=-122.2
[Ess] [ROAD] 510  x=2279.24  y=-33.83  z=1547.69  yaw=-117.9
[Ess] [ROAD] 511  x=2274.75  y=-33.83  z=1545.49  yaw=-107.6
[Ess] [ROAD] 512  x=2270.13  y=-33.83  z=1543.73  yaw=-111.6
[Ess] [ROAD] 513  x=2266.23  y=-33.83  z=1541.67  yaw=-126.1
[Ess] [ROAD] 514  x=2264.40  y=-33.83  z=1539.67  yaw=-140.6
[Ess] [ROAD] 515  x=2263.44  y=-33.84  z=1537.95  yaw=-154.3
[Ess] [ROAD] 516  x=2262.71  y=-33.77  z=1535.49  yaw=-175.9
[Ess] [ROAD] 517  x=2262.71  y=-33.69  z=1532.29  yaw=166.2
[Ess] [ROAD] 518  x=2263.62  y=-33.66  z=1528.32  yaw=158.4
[Ess] [ROAD] 519  x=2265.19  y=-33.75  z=1523.68  yaw=156.8
[Ess] [ROAD] 520  x=2267.39  y=-33.84  z=1518.37  yaw=156.0
[Ess] [ROAD] 521  x=2269.89  y=-33.85  z=1512.13  yaw=161.6
[Ess] [ROAD] 522  x=2272.03  y=-33.85  z=1504.79  yaw=172.7
[Ess] [ROAD] 523  x=2272.94  y=-33.86  z=1496.63  yaw=-177.6
[Ess] [ROAD] 524  x=2273.08  y=-33.86  z=1487.56  yaw=178.6
[Ess] [ROAD] 525  x=2273.21  y=-33.86  z=1477.64  yaw=-178.5
[Ess] [ROAD] 526  x=2273.03  y=-33.86  z=1467.66  yaw=179.9
[Ess] [ROAD] 527  x=2273.11  y=-33.86  z=1458.36  yaw=178.1
[Ess] [ROAD] 528  x=2270.62  y=-33.66  z=1453.77  yaw=-122.1
[Ess] [ROAD] 529  x=2267.48  y=-33.89  z=1450.38  yaw=-107.6
[Ess] [ROAD] 530  x=2264.54  y=-33.72  z=1448.52  yaw=-121.6
[Ess] [ROAD] 531  x=2262.64  y=-33.67  z=1446.88  yaw=-135.6
[Ess] [ROAD] 532  x=2261.18  y=-33.70  z=1445.06  yaw=-150.8
[Ess] [ROAD] 533  x=2260.29  y=-33.70  z=1442.94  yaw=-169.3
[Ess] [ROAD] 534  x=2260.14  y=-33.70  z=1440.04  yaw=164.7
[Ess] [ROAD] 535  x=2260.88  y=-33.69  z=1437.16  yaw=153.1
[Ess] [ROAD] 536  x=2261.99  y=-33.69  z=1434.65  yaw=149.6
[Ess] [ROAD] 537  x=2263.24  y=-33.69  z=1432.33  yaw=150.2
[Ess] [ROAD] 538  x=2264.37  y=-33.74  z=1430.10  yaw=153.6
[Ess] [ROAD] 539  x=2265.39  y=-33.77  z=1427.79  yaw=159.5
[Ess] [ROAD] 540  x=2266.35  y=-33.79  z=1424.58  yaw=169.6
[Ess] [ROAD] 541  x=2267.36  y=-33.88  z=1420.68  yaw=164.4
[Ess] [ROAD] 542  x=2268.78  y=-33.87  z=1416.50  yaw=155.4
[Ess] [ROAD] 543  x=2270.72  y=-33.87  z=1411.46  yaw=163.3
[Ess] [ROAD] 544  x=2272.25  y=-33.87  z=1405.32  yaw=175.9
[Ess] [ROAD] 545  x=2272.88  y=-33.87  z=1398.14  yaw=177.7
[Ess] [ROAD] 546  x=2273.36  y=-33.87  z=1389.96  yaw=176.2
[Ess] [ROAD] 547  x=2273.92  y=-33.88  z=1381.15  yaw=176.0
[Ess] [ROAD] 548  x=2274.78  y=-33.88  z=1372.36  yaw=170.3
[Ess] [ROAD] 549  x=2276.02  y=-33.88  z=1364.00  yaw=172.5
[Ess] [ROAD] 550  x=2277.06  y=-33.88  z=1355.77  yaw=174.6
[Ess] [ROAD] 551  x=2278.14  y=-33.88  z=1347.33  yaw=168.5
[Ess] [ROAD] 552  x=2279.86  y=-33.87  z=1339.10  yaw=162.1
[Ess] [ROAD] 553  x=2282.47  y=-33.72  z=1331.29  yaw=160.1
[Ess] [ROAD] 554  x=2285.00  y=-33.91  z=1323.90  yaw=161.1
[Ess] [ROAD] 555  x=2287.72  y=-33.86  z=1316.25  yaw=159.8
[Ess] [ROAD] 556  x=2290.63  y=-33.87  z=1308.88  yaw=155.1
[Ess] [ROAD] 557  x=2294.07  y=-33.85  z=1301.77  yaw=148.2
[Ess] [ROAD] 558  x=2298.02  y=-33.83  z=1295.15  yaw=146.1
[Ess] [ROAD] 559  x=2302.57  y=-33.79  z=1288.20  yaw=146.1
[Ess] [ROAD] 560  x=2307.58  y=-33.48  z=1280.75  yaw=145.2
[Ess] [ROAD] 561  x=2312.69  y=-33.61  z=1273.25  yaw=141.6
[Ess] [ROAD] 562  x=2318.43  y=-33.61  z=1265.97  yaw=128.1
[Ess] [ROAD] 563  x=2325.00  y=-33.43  z=1260.42  yaw=116.0
[Ess] [ROAD] 564  x=2331.90  y=-33.59  z=1255.70  yaw=112.6
[Ess] [ROAD] 565  x=2339.20  y=-33.48  z=1251.86  yaw=109.1
[Ess] [ROAD] 566  x=2346.75  y=-33.60  z=1248.76  yaw=106.7
[Ess] [ROAD] 567  x=2353.92  y=-33.60  z=1246.18  yaw=113.2
[Ess] [ROAD] 568  x=2361.06  y=-33.59  z=1243.17  yaw=115.3
[Ess] [ROAD] 569  x=2368.30  y=-33.58  z=1240.14  yaw=109.4
[Ess] [ROAD] 570  x=2375.43  y=-33.57  z=1237.43  yaw=113.2
[Ess] [ROAD] 571  x=2382.40  y=-33.55  z=1234.37  yaw=117.3
[Ess] [ROAD] 572  x=2388.89  y=-33.53  z=1230.85  yaw=123.9
[Ess] [ROAD] 573  x=2394.88  y=-33.50  z=1226.63  yaw=133.0
[Ess] [ROAD] 574  x=2400.05  y=-33.46  z=1221.85  yaw=141.1
[Ess] [ROAD] 575  x=2404.24  y=-33.42  z=1216.52  yaw=152.7
[Ess] [ROAD] 576  x=2407.34  y=-33.41  z=1210.75  yaw=159.3
[Ess] [ROAD] 577  x=2409.67  y=-33.42  z=1204.73  yaw=164.2
[Ess] [ROAD] 578  x=2411.26  y=-33.46  z=1198.75  yaw=171.2
[Ess] [ROAD] 579  x=2412.15  y=-33.58  z=1192.71  yaw=178.5
[Ess] [ROAD] 580  x=2412.44  y=-33.68  z=1186.76  yaw=-179.2
[Ess] [ROAD] 581  x=2412.42  y=-33.77  z=1180.86  yaw=-177.7
[Ess] [ROAD] 582  x=2412.19  y=-33.87  z=1174.82  yaw=-176.6
[Ess] [ROAD] 583  x=2411.90  y=-33.95  z=1168.05  yaw=-179.9
[Ess] [ROAD] 584  x=2411.88  y=-33.94  z=1160.56  yaw=177.8
[Ess] [ROAD] 585  x=2412.23  y=-33.94  z=1152.19  yaw=176.1
[Ess] [ROAD] 586  x=2412.80  y=-33.94  z=1143.04  yaw=176.1
[Ess] [ROAD] 587  x=2413.45  y=-33.95  z=1133.26  yaw=176.1
[Ess] [ROAD] 588  x=2414.15  y=-33.95  z=1122.98  yaw=176.1
[Ess] [ROAD] 589  x=2414.84  y=-33.95  z=1112.80  yaw=176.1
[Ess] [ROAD] 590  x=2415.52  y=-33.95  z=1102.72  yaw=176.1
[Ess] [ROAD] 591  x=2416.16  y=-33.95  z=1093.17  yaw=176.1
[Ess] [ROAD] 592  x=2416.84  y=-33.94  z=1083.15  yaw=176.1
[Ess] [ROAD] 593  x=2417.48  y=-33.90  z=1073.20  yaw=177.4
[Ess] [ROAD] 594  x=2417.93  y=-33.86  z=1063.44  yaw=178.3
[Ess] [ROAD] 595  x=2418.26  y=-33.83  z=1053.57  yaw=178.3
[Ess] [ROAD] 596  x=2418.57  y=-33.83  z=1043.22  yaw=178.3
[Ess] [ROAD] 597  x=2418.87  y=-33.83  z=1032.89  yaw=178.4
[Ess] [ROAD] 598  x=2419.16  y=-33.83  z=1022.68  yaw=178.5
[Ess] [ROAD] 599  x=2419.44  y=-33.83  z=1012.42  yaw=178.5
[Ess] [ROAD] 600  x=2419.71  y=-33.83  z=1002.24  yaw=178.5
[Ess] [ROAD] 601  x=2420.00  y=-33.83  z=992.14  yaw=176.9
[Ess] [ROAD] 602  x=2420.80  y=-33.83  z=982.17  yaw=171.1
[Ess] [ROAD] 603  x=2422.66  y=-33.75  z=972.38  yaw=160.6
[Ess] [ROAD] 604  x=2425.36  y=-33.52  z=963.29  yaw=155.0
[Ess] [ROAD] 605  x=2428.81  y=-33.60  z=954.32  yaw=152.2
[Ess] [ROAD] 606  x=2433.09  y=-33.66  z=945.97  yaw=147.9
[Ess] [ROAD] 607  x=2437.88  y=-33.72  z=938.08  yaw=147.3
[Ess] [ROAD] 608  x=2442.49  y=-33.75  z=930.11  yaw=154.9
[Ess] [ROAD] 609  x=2446.16  y=-33.74  z=922.33  yaw=159.8
[Ess] [ROAD] 610  x=2449.22  y=-33.74  z=914.07  yaw=165.5
[Ess] [ROAD] 611  x=2451.44  y=-33.74  z=905.55  yaw=171.1
[Ess] [ROAD] 612  x=2452.65  y=-33.74  z=897.43  yaw=176.5
[Ess] [ROAD] 613  x=2453.46  y=-33.74  z=888.83  yaw=172.5
[Ess] [ROAD] 614  x=2454.58  y=-33.73  z=880.64  yaw=169.6
[Ess] [ROAD] 615  x=2456.01  y=-33.71  z=872.40  yaw=168.9
[Ess] [ROAD] 616  x=2457.92  y=-33.70  z=864.34  yaw=159.8
[Ess] [ROAD] 617  x=2460.57  y=-33.68  z=856.70  yaw=157.8
[Ess] [ROAD] 618  x=2463.23  y=-33.36  z=849.17  yaw=167.2
[Ess] [ROAD] 619  x=2465.62  y=-33.64  z=841.58  yaw=171.9
[Ess] [ROAD] 620  x=2467.26  y=-33.43  z=833.80  yaw=172.7
[Ess] [ROAD] 621  x=2468.53  y=-33.57  z=826.19  yaw=172.7
[Ess] [ROAD] 622  x=2469.54  y=-33.60  z=818.35  yaw=177.3
[Ess] [ROAD] 623  x=2469.95  y=-33.62  z=810.94  yaw=-179.8
[Ess] [ROAD] 624  x=2470.02  y=-33.62  z=803.81  yaw=-179.1
[Ess] [ROAD] 625  x=2469.64  y=-33.62  z=796.39  yaw=-170.7
[Ess] [ROAD] 626  x=2468.47  y=-33.62  z=789.28  yaw=-162.8
[Ess] [ROAD] 627  x=2466.10  y=-33.62  z=782.70  yaw=-145.5
[Ess] [ROAD] 628  x=2462.48  y=-33.51  z=777.05  yaw=-139.4
[Ess] [ROAD] 629  x=2457.96  y=-33.01  z=771.52  yaw=-137.5
[Ess] [ROAD] 630  x=2452.68  y=-32.46  z=765.89  yaw=-131.3
